Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Acapulco F,W vs Tiafoe,56% (10/18),33% (2/6),2/4,1/2,67% (2/3),0/0,0/0,80% (4/5),50% (3/6)
2025 Davis Cup RR,W vs Munar,75% (12/16),14% (2/14),2/8,1/1,25% (1/4),0/1,0/0,83% (5/6),33% (2/6)
2025 Davis Cup RR,W vs Bergs,53% (17/32),33% (1/3),2/12,1/7,100% (5/5),8/9,7/7,68% (15/22),32% (7/22)
2025 Vienna R16,L vs Sinner,50% (8/16),- (0/0),0/0,0/0,75% (6/8),3/5,0/1,60% (3/5),17% (1/6)
2025 Wimbledon QF,L vs Djokovic,56% (15/27),100% (2/2),1/2,0/0,50% (6/12),4/7,2/3,86% (6/7),29% (2/7)
2025 Wimbledon R16,W vs Cilic,62% (21/34),38% (3/8),3/4,1/1,88% (7/8),3/4,0/0,55% (6/11),50% (5/10)
2025 Hamburg F,W vs Rublev,57% (8/14),100% (4/4),2/2,1/1,86% (6/7),0/0,0/0,- (0/0),- (0/0)
2025 Monte Carlo R32,L vs Fils,67% (6/9),0% (0/2),0/0,0/0,63% (5/8),3/5,1/2,- (0/0),- (0/0)
2025 Bucharest F,W vs Baez,50% (8/16),36% (4/11),2/9,1/7,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2025 Rotterdam R32,L vs Hurkacz,56% (5/9),0% (0/1),0/0,0/0,50% (3/6),1/3,1/2,- (0/0),- (0/0)
2025 United Cup QF,L vs Machac,100% (3/3),- (0/0),0/0,0/0,0% (0/4),2/4,0/1,- (0/0),- (0/0)
2024 Shanghai R32,L vs Djokovic,30% (3/10),- (0/0),0/0,0/0,56% (5/9),0/2,0/1,- (0/0),- (0/0)
2024 Davis Cup RR,W vs Griekspoor,63% (15/24),33% (1/3),2/2,1/1,67% (2/3),1/2,0/0,100% (6/6),20% (1/5)
2024 US Open R32,L vs Medvedev,58% (7/12),33% (3/9),0/0,0/0,65% (13/20),7/10,1/2,- (0/0),- (0/0)
2024 US Open R64,W vs Bergs,58% (18/31),42% (5/12),3/3,1/1,60% (3/5),5/6,0/0,- (0/0),- (0/0)
2024 US Open R128,W vs Duckworth,62% (16/26),60% (6/10),3/6,1/1,75% (6/8),1/2,0/0,- (0/0),- (0/0)
2024 Cincinnati R16,L vs Hurkacz,64% (9/14),50% (1/2),1/1,0/0,70% (7/10),0/2,0/1,- (0/0),- (0/0)
2024 Canada R64,W vs Auger Aliassime,75% (9/12),100% (3/3),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2024 Washington F,L vs Korda,64% (7/11),33% (1/3),1/1,0/0,58% (7/12),0/2,0/1,- (0/0),- (0/0)
2024 Washington SF,W vs Shelton,82% (14/17),60% (3/5),2/2,1/1,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2026 (1 matches),,55.6%,33.3%,50.0%,50.0%,66.7%,-,-,80.0%,50.0%
2025 (10 matches),,58.5%,35.6%,32.4%,29.4%,62.1%,63.2%,68.8%,68.6%,33.3%
2024 (14 matches),,63.5%,41.0%,65.5%,60.0%,64.8%,48.9%,33.3%,69.0%,13.8%
2023 (3 matches),,65.7%,33.3%,25.0%,-,62.2%,41.7%,57.1%,50.0%,33.3%
2022 (1 matches),,75.0%,46.2%,66.7%,50.0%,57.1%,-,-,-,-
Career (32 matches),,60.9%,40.2%,48.1%,41.9%,61.1%,51.5%,52.5%,67.4%,26.8%
