Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Acapulco F,W vs Tiafoe,31.9%,43.1%,59.6%,42.6%,35.8%,49.1%,67.6%,50.4%,32.0%,50.0%,100.0%,23.5%,29.4%,38.5%,80
2025 Davis Cup Finals RR,W vs Munar,23.5%,40.0%,58.5%,34.1%,26.0%,50.0%,62.2%,44.0%,50.0%,50.0%,-,20.0%,25.7%,53.6%,-79
2025 Davis Cup Finals RR,W vs Bergs,40.6%,49.3%,48.8%,46.8%,51.2%,62.8%,64.3%,61.2%,41.9%,49.1%,60.0%,23.1%,26.9%,32.5%,-79
2025 Vienna R16,L vs Sinner,26.6%,32.9%,49.1%,32.0%,30.2%,39.6%,51.4%,38.3%,53.6%,64.0%,66.7%,20.0%,20.0%,45.0%,-21
2025 US Open R32,L vs Musetti,22.2%,25.9%,30.8%,24.1%,29.0%,35.5%,36.4%,32.3%,44.4%,53.8%,50.0%,15.0%,15.0%,23.5%,25
2025 Wimbledon QF,L vs Djokovic,29.6%,45.1%,44.8%,37.3%,40.0%,57.8%,55.6%,52.2%,55.6%,48.9%,100.0%,12.5%,25.0%,31.0%,9
2025 Wimbledon R16,W vs Cilic,35.3%,48.0%,55.3%,41.7%,40.7%,53.8%,64.8%,51.2%,41.5%,38.0%,40.0%,28.6%,41.1%,42.5%,-2
2025 Hamburg F,W vs Rublev,22.2%,33.3%,51.9%,26.0%,29.3%,36.6%,37.9%,35.9%,35.0%,71.4%,66.7%,13.8%,31.0%,68.0%,19
2025 Monte Carlo R32,L vs Fils,25.9%,35.2%,42.1%,28.9%,25.0%,32.1%,38.1%,30.7%,30.8%,73.3%,100.0%,29.2%,41.7%,47.1%,37
2025 Bucharest F,W vs Baez,14.5%,24.6%,55.4%,23.2%,22.6%,41.9%,66.7%,41.9%,7.1%,76.5%,100.0%,8.6%,11.4%,46.9%,-31
2025 Rotterdam R32,L vs Hurkacz,23.6%,27.3%,46.2%,26.5%,30.3%,36.4%,47.8%,35.2%,57.9%,57.1%,100.0%,15.8%,15.8%,43.8%,32
2025 Montpellier R16,L vs De Jong,14.3%,27.1%,50.0%,21.3%,19.5%,31.7%,48.5%,31.5%,36.8%,63.6%,100.0%,8.0%,24.0%,52.2%,-79
2025 United Cup QF,L vs Machac,14.3%,20.0%,42.3%,18.9%,10.5%,21.1%,47.1%,18.9%,50.0%,66.7%,-,25.0%,25.0%,33.3%,88
2024 Shanghai R32,L vs Djokovic,25.5%,29.1%,30.0%,27.5%,32.4%,35.1%,32.0%,35.4%,38.9%,68.4%,66.7%,11.8%,17.6%,26.7%,4
2024 Davis Cup World Group RR,W vs Griekspoor,37.6%,51.5%,57.4%,45.4%,36.2%,52.2%,61.4%,47.7%,25.0%,51.1%,100.0%,43.3%,53.3%,47.1%,16
2024 US Open R32,L vs Medvedev,14.6%,18.8%,42.3%,17.5%,29.7%,35.1%,26.9%,37.3%,73.3%,54.5%,33.3%,5.5%,9.1%,50.0%,-62
2024 Cincinnati R16,L vs Hurkacz,28.6%,40.3%,48.1%,36.1%,33.3%,51.1%,60.0%,46.2%,50.0%,47.8%,100.0%,22.6%,25.8%,33.3%,-32
2024 Canada R64,W vs Auger Aliassime,34.8%,43.5%,69.0%,41.7%,37.5%,54.2%,80.0%,50.8%,27.3%,46.2%,-,33.3%,33.3%,57.1%,-10
2024 Washington F,L vs Korda,32.9%,42.1%,34.0%,36.3%,51.2%,60.5%,28.6%,57.2%,45.0%,69.6%,100.0%,10.3%,20.7%,38.5%,-18
2024 Washington SF,W vs Shelton,31.5%,40.4%,59.3%,37.6%,42.3%,51.9%,66.7%,52.9%,51.9%,32.0%,100.0%,20.0%,30.0%,50.0%,60
Career (30 matches),,26.3%,37.8%,49.4%,32.7%,33.9%,47.8%,55.0%,44.8%,43.9%,56.7%,76.8%,17.1%,25.9%,42.6%,42
