Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,40,21,19,52.5%,49-51,49.0%,491-521,48.5%,13-10,56.5%,37,77.3%,18.3%,7.9%,4.6%,54.2%,71.9%,51.3%,62.5%,34.8%,48.9%,0.93
Clay,19,14,5,73.7%,30-15,66.7%,241-192,55.7%,4-2,66.7%,19,75.1%,36.0%,3.0%,4.0%,54.9%,64.5%,54.5%,60.0%,44.3%,52.1%,1.11
Grass,9,6,3,66.7%,17-10,63.0%,150-135,52.6%,8-2,80.0%,9,85.5%,17.5%,7.2%,2.7%,61.0%,72.7%,55.3%,65.9%,35.2%,51.1%,1.03
Grand Slams,12,8,4,66.7%,25-17,59.5%,218-193,53.0%,5-4,55.6%,12,79.2%,26.2%,5.1%,4.0%,56.0%,69.1%,54.2%,62.6%,38.9%,51.0%,1.04
Masters,17,7,10,41.2%,16-23,41.0%,181-199,47.6%,1-3,25.0%,17,77.4%,18.9%,6.5%,4.9%,54.3%,70.2%,52.5%,62.1%,35.9%,49.0%,0.95
Other Tours,36,23,13,63.9%,49-34,59.0%,437-419,51.1%,17-6,73.9%,36,77.9%,23.0%,7.1%,3.7%,55.9%,70.5%,52.3%,62.5%,37.6%,50.2%,1.00
Best of 5,12,8,4,66.7%,25-17,59.5%,218-193,53.0%,5-4,55.6%,12,79.2%,26.2%,5.1%,4.0%,56.0%,69.1%,54.2%,62.6%,38.9%,51.0%,1.04
Best of 3,56,33,23,58.9%,71-59,54.6%,664-655,50.3%,20-10,66.7%,53,77.7%,21.7%,6.9%,4.1%,55.5%,70.4%,52.4%,62.4%,37.1%,49.8%,0.99
Finals,3,3,0,100.0%,6-0,100.0%,37-24,60.7%,1-0,100.0%,3,86.7%,33.3%,7.0%,3.3%,58.7%,70.4%,54.5%,63.8%,43.1%,53.7%,1.19
Semi-finals,4,3,1,75.0%,6-4,60.0%,50-47,51.5%,1-1,50.0%,4,79.2%,23.4%,8.6%,3.5%,55.7%,70.9%,51.1%,62.1%,35.8%,49.3%,0.94
Quarter-finals,7,4,3,57.1%,9-8,52.9%,91-87,51.1%,4-2,66.7%,7,82.6%,18.6%,8.5%,3.2%,56.8%,73.7%,53.3%,64.9%,33.8%,50.0%,0.96
vs Righties,60,37,23,61.7%,86-67,56.2%,778-743,51.2%,20-11,64.5%,57,78.1%,23.2%,6.2%,4.1%,56.0%,69.2%,53.1%,62.1%,37.5%,50.0%,0.99
vs Lefties,8,4,4,50.0%,10-9,52.6%,104-105,49.8%,5-3,62.5%,8,78.0%,20.8%,8.3%,4.1%,52.6%,77.1%,50.8%,64.6%,37.6%,50.8%,1.06
vs Top 10,8,1,7,12.5%,3-16,15.8%,81-114,41.5%,1-5,16.7%,8,74.5%,10.3%,5.6%,2.2%,59.2%,68.3%,49.6%,60.7%,30.4%,45.9%,0.77
