Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2024 US Open R64,L vs Lehecka,0.89,0.87,56.3,27.4,8.0%,69.3%,2.5%,60.0%,35.7%,33.3%
2024 US Open R128,W vs Grenier,1.00,1.24,44.5,3.2,5.6%,70.4%,9.2%,60.0%,43.1%,42.0%
2020 US Open R64,L vs Carreno Busta,0.87,0.25,23.3,2.2,7.9%,47.4%,8.8%,47.1%,13.8%,17.4%
2020 US Open R128,W vs Sousa,1.10,1.29,41.5,3.4,9.4%,65.6%,8.8%,64.9%,42.6%,38.9%
2019 Braga CH R32,L vs Menezes,0.96,0.60,42.5,3.3,0.0%,47.1%,3.3%,56.7%,33.3%,26.9%
2019 Tallahassee CH R16,L vs Paul,0.79,0.86,77.8,6.8,2.0%,69.4%,9.3%,65.1%,32.7%,38.6%
2019 Tallahassee CH R32,W vs Haerteis,1.17,1.31,43.7,22.9,8.3%,58.3%,13.0%,58.7%,37.2%,56.4%
2019 Sarasota CH R32,L vs Collarini,0.80,1.01,81.5,3.0,10.9%,76.4%,6.0%,64.0%,30.4%,44.6%
2019 Houston Q2,L vs Laaksonen,0.90,0.85,63.9,3.1,1.8%,65.5%,5.8%,53.8%,35.8%,40.0%
2019 Houston Q1,W vs Koepfer,1.27,1.20,71.7,9.3,4.3%,59.6%,6.7%,55.6%,39.5%,40.5%
2019 Monterrey CH R16,L vs Bublik,0.96,0.53,44.2,2.5,0.0%,67.6%,6.7%,63.3%,23.5%,13.8%
2019 Monterrey CH R32,W vs King,1.20,1.24,62.1,3.7,8.5%,61.7%,11.1%,64.4%,44.7%,30.3%
2019 Phoenix CH R64,L vs Caruso,0.60,0.26,22.1,2.0,4.2%,45.8%,4.5%,50.0%,12.0%,35.0%
2019 Indian Wells CH R32,L vs Jung,0.81,0.63,50.6,2.0,4.0%,72.0%,4.5%,45.5%,25.0%,39.3%
2019 Indian Wells CH R64,W vs Milojevic,1.16,1.45,46.7,2.1,0.0%,65.6%,3.7%,63.0%,46.9%,41.4%
2019 Dallas CH F,W vs Mcdonald,1.06,1.24,56.4,8.3,3.9%,56.9%,6.5%,71.7%,41.7%,42.2%
2019 Dallas CH QF,W vs Giron,1.11,1.17,79.6,2.6,0.0%,58.8%,6.2%,63.1%,42.9%,39.2%
2019 Dallas CH R16,W vs Vilella Martinez,1.06,2.53,31.6,2.1,0.0%,75.0%,21.1%,73.7%,72.7%,50.0%
2019 Dallas CH R32,W vs Cid,1.33,1.36,60.5,2.2,2.1%,63.8%,11.6%,51.2%,50.0%,36.1%
2019 Newport Beach CH R32,L vs Mcdonald,0.63,0.60,36.6,2.1,3.6%,57.1%,7.7%,73.1%,37.5%,29.0%
2024 (2 matches),,0.94,1.03,50.9,5.7,6.9%,69.8%,5.5%,60.0%,39.1%,37.3%
2020 (2 matches),,1.03,0.82,35.2,2.6,8.8%,58.8%,8.8%,58.2%,33.3%,32.5%
2019 (19 matches),,1.02,0.97,58.9,3.0,3.8%,61.4%,6.5%,60.0%,37.3%,37.5%
2018 (17 matches),,0.93,0.82,56.8,2.7,3.1%,58.4%,2.8%,58.2%,37.3%,36.2%
2017 (20 matches),,1.02,0.97,60.8,2.8,4.6%,60.6%,5.8%,60.2%,36.0%,39.7%
Career (109 matches),,0.99,0.90,56.0,2.9,4.3%,59.6%,5.1%,58.8%,36.8%,36.9%
