Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
13,Bjorn Fratangelo [USA],3,10,23.1%,8,1,7,12.5%,2014,2023,11,0.98,5.5%,3.3%,61.0%,67.5%,50.7%,60.9%,38.4%,64.9%,36.8%
10,Stefan Kozlov [USA],5,5,50.0%,1,0,1,0.0%,2017,2025,9,1.01,3.2%,3.5%,61.6%,66.4%,46.5%,58.8%,41.7%,58.6%,43.5%
10,Denis Kudla [USA],3,7,30.0%,4,2,2,50.0%,2014,2024,10,0.82,8.7%,3.6%,61.1%,68.5%,43.1%,58.6%,33.9%,57.3%,33.3%
8,Jason Jung [TPE],3,5,37.5%,2,1,1,50.0%,2012,2021,5,0.81,5.9%,4.0%,63.7%,63.2%,48.5%,57.9%,34.1%,44.8%,35.3%
7,Tim Smyczek [USA],0,7,0.0%,1,1,0,100.0%,2014,2019,7,0.73,5.1%,3.7%,62.0%,65.4%,37.8%,54.9%,32.9%,56.7%,32.3%
6,Mackenzie Mcdonald [USA],2,4,33.3%,3,2,1,66.7%,2015,2024,6,0.82,6.2%,3.2%,64.4%,68.3%,40.6%,58.5%,34.2%,60.4%,44.4%
6,Thai Son Kwiatkowski [USA],4,2,66.7%,6,4,2,66.7%,2014,2024,5,1.09,6.8%,3.8%,64.5%,72.0%,46.1%,62.8%,40.5%,65.0%,38.6%
6,Ernesto Escobedo [MEX],2,4,33.3%,5,2,3,40.0%,2015,2024,5,0.90,7.9%,3.1%,60.7%,69.9%,46.6%,60.7%,35.3%,60.0%,31.6%
6,Christopher Eubanks [USA],2,4,33.3%,4,2,2,50.0%,2016,2023,5,0.94,7.9%,3.8%,62.3%,76.1%,54.3%,67.8%,30.1%,55.0%,25.0%
6,Liam Broady [GBR],4,2,66.7%,1,0,1,0.0%,2014,2019,4,1.06,4.8%,4.4%,64.1%,66.5%,45.4%,58.9%,43.5%,57.1%,57.7%
6,John Patrick Smith [AUS],4,2,66.7%,2,2,0,100.0%,2014,2018,5,1.09,4.3%,5.5%,62.2%,71.8%,46.3%,62.2%,41.4%,50.0%,46.9%
6,Frances Tiafoe [USA],0,6,0.0%,1,0,1,0.0%,2015,2017,5,0.82,6.9%,3.4%,61.1%,65.6%,41.1%,56.1%,35.9%,59.1%,20.7%
5,Murphy Cassone [USA],2,3,40.0%,4,0,4,0.0%,2024,2026,4,1.05,8.0%,2.2%,65.7%,71.8%,51.6%,64.9%,36.7%,63.0%,33.3%
5,Tennys Sandgren [USA],1,4,20.0%,3,1,2,33.3%,2012,2023,3,1.02,9.3%,2.5%,58.9%,73.4%,52.6%,64.8%,36.0%,46.2%,40.9%
5,Henri Laaksonen [SUI],3,2,60.0%,1,1,0,100.0%,2016,2023,5,1.04,5.6%,3.5%,62.6%,67.5%,53.6%,62.3%,39.2%,55.6%,32.4%
