Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),251,214,250,1516,238,1476,222,1486,195,1451,,,,
2025,206,284,232,1533,223,1493,210,1494,185,1459,,,,
2024,147,396,242,1511,236,1473,236,1448,179,1479,275,238,,
2023,283,203,299,1432,293,1399,291,1381,,,,,,
2022,214,258,223,1522,205,1485,270,1425,148,1492,,,,
2021,169,404,200,1557,169,1535,281,1387,199,1435,,,,
2020,192,337,160,1569,141,1553,229,1413,,,,,,
2019,167,304,306,1435,272,1419,324,1348,254,1333,351,131,,
2018,228,216,293,1416,271,1389,270,1387,248,1317,302,132,,
2017,191,266,274,1445,252,1422,254,1400,239,1349,330,172,,
2016,216,244,243,1485,218,1454,267,1383,,,203,363,,
2015,239,217,244,1468,238,1427,280,1368,,,264,262,,
2014,362,124,,,,,,,,,225,328,,
2013,477,76,,,,,,,,,614,81,,
2012,772,20,,,,,,,,,912,30,,
2011,1794,1,,,,,,,,,1388,8,,
