Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2026 Itajai CH SF,W vs Barrena,78% (7/9),83% (5/6),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2025 Cap Cana CH R32,L vs Mejia,89% (8/9),33% (3/9),1/1,0/0,63% (10/16),1/3,0/1,- (0/0),- (0/0)
2025 Indian Wells R64,L vs Tsitsipas,46% (6/13),0% (0/2),0/0,0/0,63% (5/8),5/7,5/6,- (0/0),- (0/0)
2024 US Open R128,L vs Rublev,65% (13/20),50% (1/2),0/0,0/0,33% (2/6),1/4,0/1,60% (3/5),0% (0/5)
2024 Kitzbuhel R32,W vs Schwaerzler,59% (10/17),67% (2/3),2/3,1/2,100% (9/9),0/0,0/0,43% (3/7),71% (5/7)
2024 Wimbledon R128,W vs Jubb,56% (18/32),26% (5/19),3/10,1/6,50% (7/14),1/3,1/1,71% (5/7),43% (3/7)
2024 Roland Garros R128,L vs Monfils,71% (12/17),50% (3/6),1/1,0/0,60% (9/15),0/3,0/1,- (0/0),- (0/0)
2024 Miami R64,W vs Fritz,91% (10/11),40% (2/5),2/3,1/2,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2024 Indian Wells R32,L vs Marozsan,57% (4/7),- (0/0),0/0,0/0,56% (5/9),4/6,4/5,- (0/0),- (0/0)
2024 Santiago R16,L vs Fils,63% (5/8),100% (1/1),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2024 Rio De Janeiro QF,L vs Norrie,50% (7/14),67% (2/3),1/1,0/0,44% (4/9),4/6,4/5,- (0/0),- (0/0)
2024 United Cup RR,L vs Hurkacz,53% (10/19),50% (1/2),1/1,0/0,62% (8/13),0/2,0/1,83% (5/6),40% (2/5)
2023 Roland Garros R32,L vs Nishioka,59% (17/29),63% (5/8),2/5,0/0,63% (10/16),4/7,1/2,44% (4/9),44% (4/9)
2023 Roland Garros R128,W vs Medvedev,61% (19/31),37% (7/19),3/8,1/1,46% (6/13),1/3,0/0,69% (9/13),31% (4/13)
2021 Roland Garros Q1,L vs Troicki,82% (14/17),67% (4/6),1/3,0/1,0% (0/1),2/4,2/3,46% (6/13),38% (5/13)
2020 US Open R128,L vs Evans,64% (9/14),0% (0/2),0/0,0/0,50% (5/10),3/6,1/2,50% (3/6),33% (2/6)
2020 Santiago F,W vs Ruud,68% (13/19),57% (4/7),2/2,1/1,73% (8/11),0/1,0/0,- (0/0),- (0/0)
2020 Santiago SF,W vs Olivo,80% (8/10),29% (4/14),2/5,1/4,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2020 Rio De Janeiro R32,W vs Davidovich Fokina,52% (12/23),29% (6/21),2/4,1/1,50% (6/12),3/4,3/3,80% (4/5),60% (3/5)
2019 M25 Montauban F,W vs Gaston,89% (8/9),67% (4/6),2/3,1/2,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2026 (1 matches),,77.8%,83.3%,100.0%,100.0%,100.0%,-,-,-,-
2025 (2 matches),,63.6%,27.3%,100.0%,-,62.5%,60.0%,71.4%,-,-
2024 (9 matches),,61.4%,41.5%,52.6%,30.0%,56.8%,38.5%,60.0%,64.0%,41.7%
2023 (2 matches),,60.0%,44.4%,38.5%,100.0%,55.2%,50.0%,50.0%,59.1%,36.4%
2021 (1 matches),,82.4%,66.7%,33.3%,0.0%,0.0%,50.0%,66.7%,46.2%,38.5%
Career (43 matches),,67.3%,36.2%,58.4%,52.9%,56.3%,45.3%,52.8%,63.7%,38.6%
