Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Itajai CH SF,W vs Barrena,1.28,3.30,29.4,2.0,9.5%,76.2%,17.6%,76.5%,66.7%,55.0%
2025 Cap Cana CH R32,L vs Mejia,0.93,0.78,57.8,4.6,0.0%,51.2%,0.0%,59.0%,31.8%,44.2%
2025 Indian Wells R64,L vs Tsitsipas,0.95,0.50,50.0,2.2,5.3%,55.3%,0.0%,60.6%,26.9%,17.4%
2024 US Open R128,L vs Rublev,0.98,0.54,31.9,2.1,7.3%,72.7%,4.0%,50.0%,17.4%,25.0%
2024 Kitzbuhel R32,W vs Schwaerzler,1.40,1.42,61.8,2.1,10.2%,63.3%,6.5%,60.9%,40.6%,35.7%
2024 Wimbledon R128,W vs Jubb,1.15,1.11,47.1,35.0,13.1%,63.1%,7.9%,56.6%,36.6%,40.9%
2024 Roland Garros R128,L vs Monfils,0.89,0.75,36.1,3.0,1.7%,59.3%,3.8%,58.5%,44.4%,22.2%
2024 Miami R64,W vs Fritz,1.18,2.32,39.6,2.0,18.5%,77.8%,13.0%,87.0%,35.7%,34.6%
2024 Indian Wells R32,L vs Marozsan,1.06,0.32,34.9,2.1,3.4%,48.3%,3.8%,50.0%,19.0%,11.1%
2024 Santiago R16,L vs Fils,0.74,0.48,34.8,2.0,7.7%,50.0%,9.1%,59.1%,25.9%,35.0%
2024 Rio De Janeiro QF,L vs Norrie,0.93,0.69,43.7,2.1,7.5%,50.0%,0.0%,58.8%,43.6%,23.5%
2024 United Cup RR,L vs Hurkacz,1.04,0.71,57.9,4.0,5.3%,57.9%,5.7%,58.5%,31.8%,24.3%
2023 Roland Garros R32,L vs Nishioka,0.87,0.90,47.4,7.1,6.2%,60.5%,6.5%,62.3%,35.4%,45.7%
2023 Roland Garros R128,W vs Medvedev,1.04,1.10,58.3,4.1,2.3%,59.3%,0.0%,63.3%,39.2%,43.2%
2021 Roland Garros Q1,L vs Troicki,0.66,1.00,70.1,30.8,8.9%,82.2%,2.6%,64.1%,35.6%,44.6%
2020 US Open R128,L vs Evans,0.92,0.51,25.0,2.0,8.2%,57.1%,2.3%,51.2%,22.7%,28.2%
2020 Santiago F,W vs Ruud,1.16,1.26,55.8,3.4,22.2%,64.8%,10.0%,64.0%,45.2%,31.6%
2020 Santiago SF,W vs Olivo,1.07,1.73,44.4,2.2,0.0%,70.4%,4.2%,66.7%,58.1%,43.3%
2020 Rio De Janeiro R32,W vs Davidovich Fokina,1.07,1.09,79.0,21.5,6.0%,55.2%,1.5%,56.9%,43.9%,45.5%
2019 M25 Montauban F,W vs Gaston,1.10,1.52,52.4,2.5,-,56.7%,-,81.5%,33.3%,56.0%
2026 (1 matches),,1.28,3.30,29.4,2.0,9.5%,76.2%,17.6%,76.5%,66.7%,55.0%
2025 (2 matches),,0.95,0.70,54.6,3.0,2.5%,53.1%,0.0%,59.7%,30.0%,34.8%
2024 (9 matches),,1.06,0.85,44.2,2.6,8.2%,61.0%,5.7%,58.5%,34.1%,30.1%
2023 (2 matches),,0.96,1.01,53.2,5.2,4.2%,59.9%,3.2%,62.8%,37.5%,44.3%
2021 (1 matches),,0.66,1.00,70.1,30.8,8.9%,82.2%,2.6%,64.1%,35.6%,44.6%
Career (43 matches),,0.98,0.96,52.3,2.8,6.4%,63.1%,4.4%,60.9%,36.5%,37.2%
