Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Itajai CH SF,W vs Barrena,0.0%,-,0.0%,0.0%,26.2%,0.0%,0.0%,16.7%,0.0%,0.0%,-,2,15
2025 Cap Cana CH R32,L vs Mejia,1.2%,0.0%,14.8%,64.0%,9.4%,9.1%,17.6%,10.5%,28.0%,2.6%,33.3%,5,-18
2025 Indian Wells R64,L vs Tsitsipas,0.0%,-,7.5%,66.7%,19.8%,13.5%,0.0%,2.0%,0.0%,2.1%,75.0%,-17,1
2024 Kitzbuhel R32,W vs Schwaerzler,0.0%,-,4.5%,71.4%,16.8%,19.2%,7.7%,5.4%,28.6%,0.9%,50.0%,42,42
2024 Wimbledon R128,W vs Jubb,4.9%,57.1%,7.3%,56.0%,17.6%,21.6%,41.7%,8.5%,19.2%,2.1%,27.3%,-22,0
2024 Roland Garros R128,L vs Monfils,0.0%,-,9.0%,52.6%,14.1%,12.5%,12.5%,6.6%,14.3%,1.9%,50.0%,-38,-41
2024 Miami R64,W vs Fritz,2.4%,100.0%,9.6%,20.0%,15.0%,7.7%,100.0%,6.1%,12.5%,1.7%,50.0%,11,104
2024 Indian Wells R32,L vs Marozsan,0.0%,-,3.2%,33.3%,21.7%,27.3%,0.0%,2.1%,11.1%,1.4%,50.0%,-58,-72
2024 Santiago R16,L vs Fils,2.3%,0.0%,3.2%,66.7%,13.6%,22.2%,0.0%,0.0%,0.0%,0.9%,0.0%,16,29
2024 Rio de Janeiro QF,L vs Norrie,0.0%,-,4.1%,50.0%,16.8%,3.8%,44.4%,3.6%,0.0%,3.4%,44.4%,7,-4
2024 Australian Open R128,L vs Rublev,7.5%,71.4%,9.6%,67.6%,27.8%,27.3%,37.5%,7.6%,17.2%,3.7%,26.7%,12,30
2023 United Cup RR,L vs Hurkacz,1.9%,50.0%,7.3%,64.3%,14.2%,32.4%,20.0%,10.0%,15.4%,1.5%,0.0%,-9,-2
2023 Roland Garros R32,L vs Nishioka,4.7%,71.4%,11.1%,67.6%,15.1%,15.8%,5.6%,7.9%,13.6%,2.3%,46.2%,9,2
2023 Roland Garros R128,W vs Medvedev,2.5%,25.0%,14.6%,64.7%,17.1%,25.7%,6.4%,6.6%,22.2%,3.2%,34.8%,28,14
2021 Roland Garros Q1,L vs Troicki,0.0%,-,9.5%,78.9%,16.7%,16.4%,5.9%,7.1%,35.7%,2.4%,77.8%,-19,-13
2020 Santiago F,W vs Ruud,1.1%,0.0%,7.1%,38.5%,25.7%,29.6%,10.5%,10.3%,0.0%,3.1%,57.1%,99,97
2020 Santiago SF,W vs Olivo,0.0%,-,5.4%,66.7%,16.9%,32.0%,18.2%,9.1%,0.0%,2.2%,50.0%,57,34
2020 Rio de Janeiro R32,W vs Davidovich Fokina,0.0%,-,7.6%,54.5%,11.0%,13.0%,8.3%,5.7%,19.2%,1.0%,20.0%,-5,10
2019 Sao Paulo R16,L vs Trungelliti,0.0%,-,6.8%,77.8%,17.5%,24.0%,25.0%,9.9%,21.1%,1.5%,33.3%,93,67
Career (19 matches),,2.2%,57.9%,8.5%,61.5%,16.5%,19.1%,13.7%,7.1%,17.8%,2.2%,40.5%,7,10
