Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),237,232,233,1528,206,1514,196,1513,175,1476,,,,
2025,217,263,235,1529,179,1535,199,1507,175,1477,,,,
2024,74,732,81,1735,72,1710,80,1677,85,1596,409,135,,
2023,79,718,96,1698,158,1545,60,1708,118,1544,,,,
2022,417,106,336,1397,299,1377,311,1378,234,1354,,,,
2021,131,550,272,1461,262,1409,246,1440,220,1405,,,,
2020,116,586,174,1545,214,1445,138,1542,,,508,80,,
2019,211,235,104,1696,170,1537,69,1689,,,396,105,,
2018,449,19,,,,,,,,,,,,
2017,614,44,,,,,,,,,1147,18,,
