Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Itajai CH SF,W vs Barrena,73.2%,73.3%,2.4%,0/1,-,4.3%,68.4%,69.2%,0.0%,-,11.1%,89.5%,76.5%,5.3%,-,0.0%
2025 Cap Cana CH R32,L vs Mejia,72.4%,47.6%,2.3%,1/1,2.04,5.7%,69.0%,47.5%,3.4%,1.98,8.5%,88.5%,47.8%,0.0%,2.17,0.0%
2025 Indian Wells R64,L vs Tsitsipas,81.6%,25.0%,4.1%,2/0,2.13,13.7%,80.0%,28.6%,0.0%,2.09,25.0%,92.3%,16.7%,15.4%,2.17,0.0%
2024 Kitzbuhel R32,W vs Schwaerzler,71.7%,51.2%,5.0%,3/0,2.40,7.5%,81.6%,54.8%,2.6%,2.10,14.3%,57.1%,41.7%,9.5%,2.72,0.0%
2024 Wimbledon R128,W vs Jubb,67.4%,50.8%,3.3%,5/1,2.27,5.8%,65.4%,48.5%,2.9%,2.17,9.4%,78.3%,53.7%,4.3%,2.41,0.0%
2024 Roland Garros R128,L vs Monfils,75.8%,38.7%,4.0%,2/2,1.98,5.7%,75.4%,28.3%,1.6%,1.99,9.1%,87.9%,55.2%,9.1%,1.97,0.0%
2024 Miami R64,W vs Fritz,70.4%,50.0%,3.7%,1/1,2.03,0.0%,55.2%,43.8%,0.0%,2.00,0.0%,88.0%,54.5%,8.0%,2.04,0.0%
2024 Indian Wells R32,L vs Marozsan,66.7%,19.2%,15.4%,3/3,-,22.2%,57.1%,16.7%,19.0%,-,26.1%,82.4%,21.4%,11.8%,-,18.2%
2024 Santiago R16,L vs Fils,59.6%,42.9%,2.1%,0/1,-,3.7%,66.7%,16.7%,3.7%,-,8.3%,55.6%,90.0%,0.0%,-,0.0%
2024 Rio de Janeiro QF,L vs Norrie,68.5%,40.0%,1.4%,0/1,1.79,3.6%,64.6%,38.7%,2.1%,1.85,3.3%,95.0%,42.1%,0.0%,1.71,3.8%
2024 Australian Open R128,L vs Rublev,65.6%,44.6%,8.4%,6/7,2.19,7.5%,63.3%,27.4%,7.1%,2.27,10.6%,75.0%,71.8%,11.5%,2.04,2.1%
2023 United Cup RR,L vs Hurkacz,55.6%,44.4%,4.9%,4/0,2.42,6.5%,53.8%,46.4%,3.8%,2.43,8.9%,65.4%,41.2%,7.7%,2.40,0.0%
2023 Roland Garros R32,L vs Nishioka,78.5%,47.9%,2.0%,0/3,2.13,0.8%,76.0%,45.6%,2.9%,2.16,1.4%,92.7%,52.6%,0.0%,2.09,0.0%
2023 Roland Garros R128,W vs Medvedev,65.4%,50.4%,3.2%,2/4,2.18,4.4%,66.9%,49.4%,5.1%,2.18,6.3%,80.8%,52.4%,0.0%,2.18,1.8%
2021 Roland Garros Q1,L vs Troicki,79.1%,50.5%,2.6%,0/3,2.18,5.4%,77.4%,44.6%,2.4%,2.19,7.7%,83.9%,65.4%,3.2%,2.18,0.0%
2020 Santiago F,W vs Ruud,71.3%,45.6%,3.8%,2/1,2.07,11.6%,74.4%,37.5%,2.3%,1.81,21.6%,78.1%,56.0%,6.3%,2.36,0.0%
2020 Santiago SF,W vs Olivo,72.1%,61.4%,0.0%,0/0,2.77,21.6%,77.5%,54.8%,0.0%,2.93,40.0%,76.5%,76.9%,0.0%,2.59,0.0%
2020 Rio de Janeiro R32,W vs Davidovich Fokina,84.3%,51.5%,1.3%,1/1,2.02,5.0%,87.2%,47.4%,1.8%,2.16,8.9%,81.3%,61.5%,0.0%,1.85,0.0%
2019 Sao Paulo R16,L vs Trungelliti,62.9%,38.5%,1.6%,0/1,2.27,11.8%,50.0%,31.3%,0.0%,2.32,16.7%,82.1%,43.5%,3.6%,2.21,4.8%
Career (19 matches),,71.2%,47.2%,3.5%,50.8%,2.17,7.0%,70.5%,42.5%,3.2%,2.16,10.8%,80.6%,54.9%,4.6%,2.18,1.5%
