Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Itajai CH SF,W vs Barrena,36.8%,52.6%,65.2%,43.9%,47.1%,64.7%,77.8%,62.9%,66.7%,75.0%,-,30.0%,45.0%,57.1%,-7
2025 Cap Cana CH R32,L vs Mejia,11.0%,28.0%,50.7%,22.1%,15.8%,35.1%,64.6%,31.8%,51.9%,63.3%,66.7%,0.0%,13.0%,21.7%,-118
2025 Indian Wells R64,L vs Tsitsipas,21.1%,32.4%,51.0%,30.3%,34.9%,51.2%,67.9%,50.0%,23.8%,45.5%,80.0%,0.0%,4.3%,30.4%,-118
2024 Kitzbuhel R32,W vs Schwaerzler,25.3%,37.9%,52.2%,28.9%,38.6%,50.9%,48.6%,44.7%,56.7%,37.0%,42.9%,5.9%,20.6%,56.3%,-60
2024 Wimbledon R128,W vs Jubb,30.6%,43.8%,45.2%,38.5%,35.6%,53.5%,50.8%,48.1%,60.0%,46.4%,57.1%,25.0%,30.8%,35.9%,101
2024 Roland Garros R128,L vs Monfils,19.6%,33.9%,50.6%,28.3%,23.6%,38.9%,49.1%,37.1%,54.3%,62.2%,50.0%,13.5%,27.0%,53.1%,19
2024 Miami R64,W vs Fritz,54.0%,66.0%,70.0%,57.0%,70.8%,83.3%,85.7%,77.1%,58.3%,50.0%,100.0%,43.5%,56.5%,61.5%,96
2024 Indian Wells R32,L vs Marozsan,16.4%,30.9%,40.0%,22.0%,25.8%,41.9%,52.2%,35.8%,50.0%,53.8%,33.3%,4.3%,17.4%,27.3%,-72
2024 Santiago R16,L vs Fils,31.3%,39.6%,39.3%,33.3%,38.1%,47.6%,23.1%,42.9%,77.8%,58.3%,100.0%,31.8%,40.9%,53.3%,167
2024 Rio de Janeiro QF,L vs Norrie,20.3%,35.1%,44.6%,28.9%,30.2%,48.8%,53.3%,45.1%,54.5%,57.1%,50.0%,7.1%,17.9%,34.6%,-47
2024 Australian Open R128,L vs Rublev,28.9%,44.3%,49.6%,36.8%,34.4%,54.2%,53.5%,46.6%,39.7%,52.1%,53.3%,21.0%,29.0%,42.9%,55
2023 United Cup RR,L vs Hurkacz,26.4%,36.4%,44.3%,33.1%,29.3%,41.5%,51.7%,38.3%,32.4%,40.0%,66.7%,19.2%,23.1%,23.8%,29
2023 Roland Garros R32,L vs Nishioka,16.5%,28.5%,57.7%,25.7%,20.6%,37.1%,57.1%,35.7%,64.6%,44.9%,44.4%,11.5%,17.3%,58.7%,-10
2023 Roland Garros R128,W vs Medvedev,13.3%,27.3%,57.7%,22.6%,19.2%,34.3%,57.5%,34.6%,61.4%,61.8%,33.3%,5.0%,18.3%,57.9%,-68
2021 Roland Garros Q1,L vs Troicki,29.8%,44.0%,64.9%,37.3%,29.8%,45.6%,70.0%,40.9%,30.8%,54.8%,100.0%,32.0%,44.0%,52.9%,33
2020 Santiago F,W vs Ruud,30.8%,48.1%,50.7%,38.3%,42.2%,60.9%,48.6%,54.4%,51.5%,61.3%,100.0%,13.5%,29.7%,53.1%,19
2020 Santiago SF,W vs Olivo,27.5%,35.3%,56.8%,32.9%,39.4%,45.5%,55.0%,47.9%,40.0%,55.6%,100.0%,5.6%,16.7%,58.8%,-79
2020 Rio de Janeiro R32,W vs Davidovich Fokina,18.2%,23.5%,48.5%,23.3%,23.0%,29.7%,50.9%,32.0%,59.5%,75.7%,85.7%,13.5%,17.3%,46.7%,15
2019 Sao Paulo R16,L vs Trungelliti,25.7%,38.6%,49.0%,31.7%,31.8%,45.5%,53.3%,41.4%,59.1%,68.2%,100.0%,16.0%,28.0%,42.9%,-21
Career (19 matches),,24.0%,36.9%,51.5%,31.4%,30.4%,45.8%,55.0%,42.4%,51.5%,54.6%,60.7%,15.3%,25.2%,46.3%,34
