Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,2,0,2,0.0%,1-4,20.0%,18-29,38.3%,0-0,-,2,60.9%,16.7%,0.0%,5.4%,65.1%,58.8%,44.2%,53.7%,33.3%,43.8%,0.72,R32 (2x)
2022,19,11,8,57.9%,25-20,55.6%,211-196,51.8%,0-2,0.0%,19,67.5%,36.6%,1.4%,7.0%,62.9%,63.2%,48.5%,57.7%,44.1%,50.8%,1.04,F (Iasi)
2021,7,3,4,42.9%,9-9,50.0%,82-86,48.8%,1-1,50.0%,7,65.1%,32.5%,1.2%,5.4%,63.4%,60.1%,51.1%,56.8%,41.2%,49.0%,0.95,QF (Seville)
2020,12,9,3,75.0%,19-7,73.1%,147-92,61.5%,1-3,25.0%,12,78.8%,46.7%,2.2%,4.0%,61.4%,69.5%,54.8%,63.8%,49.1%,55.8%,1.36,F (Prostejov)
2019,21,19,2,90.5%,38-9,80.9%,265-183,59.2%,4-0,100.0%,21,76.1%,41.4%,1.3%,5.4%,60.1%,66.8%,55.2%,62.2%,47.9%,54.9%,1.27,W (3x)
2018,29,21,8,72.4%,44-19,69.8%,339-243,58.2%,3-3,50.0%,29,78.2%,37.9%,1.9%,4.4%,63.3%,66.9%,53.6%,62.0%,45.1%,53.2%,1.19,W (3x)
2016,9,6,3,66.7%,11-8,57.9%,86-82,51.2%,2-1,66.7%,8,63.4%,38.6%,1.1%,4.7%,63.8%,63.4%,43.7%,56.3%,45.1%,50.4%,1.03,SF (2x)
2015,2,0,2,0.0%,0-3,0.0%,16-20,44.4%,0-2,0.0%,2,64.7%,27.8%,0.0%,3.8%,65.9%,50.6%,60.0%,53.8%,35.5%,45.5%,0.77,R32 (2x)
2014,3,2,1,66.7%,4-3,57.1%,33-26,55.9%,0-0,-,3,70.0%,41.4%,2.7%,3.8%,54.1%,62.6%,52.4%,57.9%,47.7%,52.4%,1.13,QF (Caltanissetta)
2013,3,2,1,66.7%,4-4,50.0%,40-41,49.4%,1-0,100.0%,3,69.2%,29.3%,2.0%,4.8%,64.8%,69.8%,43.2%,60.4%,43.4%,51.3%,1.09,QF (Szczecin)
2011,2,0,2,0.0%,2-4,33.3%,28-33,45.9%,0-1,0.0%,2,76.7%,16.7%,2.5%,5.4%,56.4%,67.8%,48.3%,59.3%,36.9%,48.0%,0.91,R16 (Le Gosier)
2010,45,28,17,62.2%,63-39,61.8%,519-449,53.6%,9-5,64.3%,45,74.2%,32.0%,3.2%,4.6%,61.2%,66.6%,50.1%,60.2%,42.8%,51.5%,1.08,W (Orbetello)
2009,36,20,16,55.6%,43-35,55.1%,376-348,51.9%,5-3,62.5%,0,,,,,,,,,,,,F (Orbetello)
2008,61,40,21,65.6%,84-57,59.6%,694-603,53.5%,10-3,76.9%,0,,,,,,,,,,,,W (2x)
2007,48,26,22,54.2%,58-50,53.7%,497-469,51.4%,7-4,63.6%,0,,,,,,,,,,,,F (2x)
2006,28,17,11,60.7%,35-28,55.6%,308-291,51.4%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2005,3,1,2,33.3%,2-5,28.6%,32-39,45.1%,0-1,0.0%,0,,,,,,,,,,,,R16 (Brasov)
Career,330,205,125,62.1%,442-304,59.2%,3691-3230,53.3%,47-33,58.8%,153,73.2%,35.9%,2.1%,5.0%,61.9%,65.7%,51.2%,60.1%,44.4%,52.1%,1.11,
