Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,18,5,13,27.8%,7,2,5,28.6%,2009,2023,R32,18,0.90,2.6%,4.0%,66.8%,64.3%,43.4%,57.3%,38.4%,55.1%,40.4%
Roland Garros,13,Clay,24,11,13,45.8%,15,9,6,60.0%,2008,2022,R32,24,0.95,2.2%,3.4%,64.7%,64.1%,47.5%,58.2%,39.8%,58.2%,35.2%
Wimbledon,9,Grass,12,3,9,25.0%,6,3,3,50.0%,2009,2022,R32,11,0.78,2.4%,4.3%,63.2%,64.0%,46.3%,57.5%,33.1%,54.1%,39.5%
US Open,10,Hard,19,9,10,47.4%,6,4,2,66.7%,2006,2021,R16,17,0.96,3.5%,5.2%,60.9%,68.0%,46.9%,59.7%,38.8%,56.7%,37.7%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2021,2021,R64,0,,,,,,,,,,
Davis Cup,2,,3,1,2,33.3%,2,1,1,50.0%,2014,2015,,0,,,,,,,,,,
Barcelona,11,Clay,26,14,12,53.8%,8,3,5,37.5%,2007,2023,F,24,1.08,1.9%,3.1%,66.4%,65.5%,46.8%,59.2%,44.1%,53.2%,38.5%
Buenos Aires,11,Clay,20,9,11,45.0%,4,1,3,25.0%,2009,2022,QF,20,1.01,1.6%,3.9%,66.2%,62.8%,52.0%,59.2%,41.3%,60.1%,40.7%
Madrid Masters,10,Clay,17,7,10,41.2%,6,1,5,16.7%,2009,2023,SF,15,0.89,2.7%,3.5%,67.6%,64.7%,51.2%,60.3%,35.3%,67.8%,39.5%
Indian Wells Masters,8,Hard,13,5,8,38.5%,5,3,2,60.0%,2011,2023,R16,13,0.93,2.4%,5.3%,59.2%,66.6%,47.4%,58.8%,38.5%,55.7%,37.5%
Valencia,7,Hard,13,6,7,46.2%,3,1,2,33.3%,2007,2014,QF,13,0.98,1.8%,3.6%,62.2%,64.9%,48.7%,58.8%,40.3%,57.6%,52.1%
Acapulco,7,Hard,11,4,7,36.4%,3,2,1,66.7%,2009,2022,QF,11,0.95,1.7%,4.9%,62.7%,63.4%,45.6%,56.8%,41.1%,49.5%,39.8%
