Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2023,1102,8,,,,,,,,,,,,
2022,121,467,142,1632,157,1557,112,1620,170,1460,,,,
2021,91,800,95,1694,128,1593,74,1683,159,1498,,,,
2020,60,1024,92,1695,117,1582,58,1710,,,,,,
2019,64,867,72,1752,112,1623,43,1761,146,1503,,,,
2018,82,658,101,1687,162,1534,58,1698,,,267,180,,
2017,1694,1,,,,,,,,,,,,
2016,432,94,122,1647,170,1532,79,1687,,,303,225,,
2015,64,770,69,1754,112,1618,44,1765,149,1512,95,830,76,1630
2014,41,950,68,1755,85,1661,50,1748,160,1465,232,315,94,1575
2013,48,946,103,1682,128,1582,78,1687,187,1435,170,420,98,1574
2012,42,915,120,1655,170,1525,77,1688,203,1429,74,1020,74,1634
2011,46,920,103,1684,234,1438,60,1719,170,1456,118,685,129,1456
2010,71,683,107,1667,297,1364,76,1681,,,226,295,,
2009,160,312,197,1551,335,1320,158,1543,192,1445,311,195,,
2008,101,471,141,1624,297,1371,111,1626,,,269,207,,
2007,146,296,193,1540,321,1351,163,1529,157,1483,235,247,,
2006,215,185,204,1519,274,1377,172,1518,,,174,335,,
2005,361,85,,,,,,,,,396,111,,
2004,972,7,,,,,,,,,1637,2,,
