Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2023 Barcelona R64,L vs Etcheverry,4.7%,10.9%,46.4%,10.0%,7.0%,11.6%,45.0%,14.9%,15.8%,70.8%,85.7%,0.0%,12.5%,50.0%,-118
2022 Roland Garros R128,L vs Cecchinato,13.6%,24.1%,47.7%,20.5%,14.6%,28.2%,54.5%,25.4%,20.5%,54.2%,45.5%,14.3%,20.4%,33.3%,12
2022 Acapulco R16,L vs Medvedev,2.6%,5.3%,44.4%,10.3%,3.7%,7.4%,50.0%,14.4%,38.5%,42.9%,33.3%,0.0%,0.0%,30.0%,-118
2021 US Open R32,L vs Medvedev,14.7%,21.1%,41.1%,22.3%,20.0%,30.0%,54.2%,32.0%,42.9%,53.1%,60.0%,7.4%,7.4%,16.0%,-55
2019 Gstaad QF,W vs Lajovic,18.2%,36.4%,62.3%,30.5%,17.0%,41.5%,70.5%,34.9%,33.3%,65.4%,100.0%,22.7%,27.3%,41.2%,47
2019 Marrakech F,L vs Paire,31.8%,34.1%,44.8%,34.3%,40.0%,43.3%,55.6%,43.7%,68.8%,50.0%,100.0%,15.4%,15.4%,27.3%,29
2019 Marbella CH F,W vs Paire,25.2%,31.9%,50.6%,29.7%,26.3%,35.0%,54.2%,32.9%,62.9%,35.6%,33.3%,24.3%,27.0%,42.9%,-1
2019 Miami R64,L vs Goffin,8.3%,16.7%,40.7%,14.7%,10.0%,20.0%,41.7%,19.5%,50.0%,54.5%,57.1%,5.3%,10.5%,38.9%,-63
2018 Marrakech F,W vs Edmund,20.0%,34.5%,52.3%,25.5%,26.3%,42.1%,60.7%,34.2%,22.2%,90.0%,100.0%,5.9%,17.6%,37.5%,-79
2018 Alicante CH F,W vs De Minaur,20.0%,33.3%,62.5%,27.2%,23.3%,34.9%,66.7%,33.3%,23.5%,53.8%,100.0%,11.8%,29.4%,53.3%,-79
2015 Gstaad QF,L vs Bellucci,20.7%,32.2%,44.1%,27.9%,27.3%,43.6%,50.0%,38.7%,46.2%,27.6%,42.9%,9.7%,12.9%,35.7%,-32
2015 Geneva R16,W vs Mannarino,19.4%,26.9%,59.7%,25.9%,26.3%,35.1%,66.7%,37.0%,36.7%,51.9%,33.3%,9.1%,15.2%,50.0%,-26
2015 Barcelona F,L vs Nishikori,15.2%,27.3%,45.5%,25.8%,20.5%,38.6%,54.3%,36.4%,42.1%,56.0%,60.0%,4.8%,4.8%,30.0%,-68
2014 Rio de Janeiro SF,L vs Nadal,12.9%,31.2%,60.5%,26.7%,12.7%,35.2%,62.9%,30.7%,88.5%,13.3%,0.0%,13.6%,18.2%,52.6%,-79
2013 Madrid SF,L vs Nadal,8.2%,24.5%,50.0%,20.0%,12.5%,37.5%,53.6%,30.6%,52.9%,46.7%,25.0%,0.0%,0.0%,42.9%,-118
2012 Belgrade SF,L vs Paire,19.8%,27.2%,52.5%,24.3%,18.2%,27.3%,55.6%,24.9%,33.3%,10.7%,0.0%,30.0%,35.0%,42.9%,136
2012 Casablanca F,W vs Ramos,17.1%,28.0%,59.7%,23.5%,17.2%,29.3%,62.5%,26.4%,42.9%,30.0%,33.3%,22.2%,33.3%,50.0%,65
Career (17 matches),,16.5%,26.8%,51.1%,23.9%,19.0%,32.2%,56.7%,30.1%,42.2%,45.1%,53.2%,12.7%,17.9%,39.2%,6
