Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,4,1,3,25.0%,2-6,25.0%,34-40,45.9%,0-1,0.0%,0,,,,,,,,,,,,R16 (W15 Antalya)
2022,20,13,7,65.0%,26-16,61.9%,214-171,55.6%,1-2,33.3%,0,,,,,,,,,,,,F (W15 Monastir)
2019,16,8,8,50.0%,19-15,55.9%,162-135,54.5%,1-1,50.0%,0,,,,,,,,,,,,SF (W15 Tabarka)
2018,49,31,18,63.3%,62-40,60.8%,496-406,55.0%,2-5,28.6%,0,,,,,,,,,,,,W (Hammamet $15K)
2017,57,36,21,63.2%,75-49,60.5%,599-504,54.3%,6-5,54.5%,0,,,,,,,,,,,,W (2x)
2016,71,44,27,62.0%,94-61,60.6%,764-611,55.6%,6-11,35.3%,0,,,,,,,,,,,,W (Sharm El Sheikh $10K)
2015,18,8,10,44.4%,20-20,50.0%,172-161,51.7%,0-1,0.0%,0,,,,,,,,,,,,QF (3x)
2014,18,13,5,72.2%,27-14,65.9%,214-142,60.1%,2-2,50.0%,0,,,,,,,,,,,,W (Sharm El Sheikh 10K)
2013,14,9,5,64.3%,18-14,56.3%,158-151,51.1%,1-2,33.3%,0,,,,,,,,,,,,QF (4x)
2012,2,1,1,50.0%,3-2,60.0%,25-22,53.2%,0-0,-,0,,,,,,,,,,,,R16 (New Orleans LA 10K)
2008,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Athens 100K)
Career,270,164,106,60.7%,346-239,59.1%,2840-2355,54.7%,19-30,38.8%,0,,,,,,,,,,,,
