Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W60 Hechingen R32,L vs Garcia Perez,44% (4/9),50% (2/4),0/4,80% (8/10),38% (3/8),2/2,0/0,2/3,0/0,0/1
2019 W60 Hechingen Q2,W vs Kennel,50% (4/8),75% (3/4),0/0,22% (2/9),100% (2/2),3/3,2/2,0/0,1/1,0/0
2019 W60 Hechingen Q1,W vs Seibold,50% (5/10),100% (5/5),1/2,30% (3/10),0% (0/3),3/4,0/0,0/0,0/0,0/0
2019 W25 Imola QF,L vs Meliss,28% (5/18),80% (4/5),1/2,38% (6/16),33% (2/6),1/3,1/1,3/4,0/0,1/1
2019 W25 Torino Q2,L vs Moratelli,50% (4/8),50% (2/4),1/5,75% (6/8),0% (0/6),0/2,0/0,0/1,0/0,0/0
2019 W25 Torino Q1,W vs Bullani,100% (8/8),88% (7/8),3/3,38% (3/8),0% (0/3),4/7,2/2,0/0,1/1,0/0
2019 W25 Stuttgart Vaihingen Q1,W vs Hamouti,100% (6/6),100% (6/6),1/1,38% (3/8),33% (1/3),4/5,1/1,0/0,1/1,0/0
2019 W15 Fort de France Martinique QF,L vs Appleton,13% (1/8),0% (0/1),0/4,50% (4/8),0% (0/4),0/0,0/0,0/0,0/0,0/0
2019 W15 Fort de France Martinique R16,W vs Hewitt,88% (7/8),86% (6/7),1/1,43% (3/7),67% (2/3),4/5,1/2,0/0,0/1,0/0
2019 W15 Fort de France Martinique R32,W vs Schenck,100% (7/7),100% (7/7),1/1,17% (1/6),0% (0/1),4/5,0/1,0/0,0/0,0/0
2017 Antalya $15K QF,L vs Dinu,14% (1/7),0% (0/1),0/4,63% (5/8),0% (0/5),0/0,0/0,1/2,0/0,0/1
2017 Antalya $15K R16,W vs Gracheva,75% (6/8),83% (5/6),1/1,38% (3/8),67% (2/3),5/5,2/2,0/0,1/1,0/0
2017 Antalya $15K R32,W vs Toma,73% (8/11),100% (8/8),5/6,55% (6/11),0% (0/6),3/8,2/3,0/0,1/1,0/0
2017 Shrewsbury $25K R32,L vs Marcinkevica,0% (0/6),- (0/0),0/4,86% (6/7),0% (0/6),0/0,0/0,0/2,0/0,0/1
2017 Sunderland $15K R16,L vs Barnett,30% (3/10),100% (3/3),2/5,56% (5/9),0% (0/5),2/3,0/0,1/1,0/0,1/1
2017 Bagnatica $25K R32,L vs Di Giuseppe,33% (3/9),100% (3/3),1/5,67% (6/9),0% (0/6),1/3,0/0,0/1,0/0,0/1
2017 Sharm El Sheikh $15K F,W vs Shytkouskaya,88% (7/8),86% (6/7),2/3,33% (3/9),0% (0/3),5/5,1/1,0/0,1/1,0/0
2017 Sharm El Sheikh $15K F,W vs Sherif,46% (6/13),100% (6/6),2/4,50% (7/14),29% (2/7),3/5,1/1,0/1,1/1,0/0
2017 Sharm El Sheikh $15K QF,W vs Bhunu,55% (6/11),100% (6/6),2/3,40% (4/10),25% (1/4),4/4,0/1,1/1,0/0,0/0
2017 Sharm El Sheikh $15K R16,W vs Alhussein Abdel Aziz,50% (5/10),100% (5/5),1/3,40% (4/10),25% (1/4),5/5,1/2,1/1,0/1,0/0
2019 (10 matches),,56.7%,82.4%,39.1%,43.3%,25.6%,69.4%,77.8%,62.5%,75.0%,50.0%
2017 (35 matches),,58.1%,87.4%,47.9%,55.0%,16.0%,58.9%,66.7%,59.1%,85.7%,42.9%
2016 (34 matches),,55.4%,77.3%,32.4%,47.6%,19.6%,66.4%,64.7%,48.3%,81.3%,27.3%
2015 (5 matches),,51.1%,78.3%,28.6%,52.2%,20.8%,69.2%,0.0%,0.0%,-,0.0%
2014 (8 matches),,53.9%,89.6%,26.9%,45.5%,25.0%,74.3%,57.1%,33.3%,75.0%,66.7%
Career (100 matches),,56.0%,83.8%,40.8%,51.1%,19.1%,63.6%,64.5%,48.7%,75.6%,37.9%
