Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2024-01-15),1365,3,,,,,,,,,,,,
2023,1365,3,,,,,,,,,,,,
2022,950,16,,,,,,,,,,,,
2021,1164,13,,,,,,,,,,,,
2020,884,21,,,,,,,,,742,52,,
2019,803,24,,,,,,,,,643,62,,
2018,511,45,,,,,,,,,454,100,,
2017,479,68,,,,,,,,,445,113,,
2016,524,54,,,,,,,,,572,66,,
2015,1013,9,,,,,,,,,821,27,,
2014,742,20,,,,,,,,,674,36,,
2013,880,17,,,,,,,,,992,17,,
