Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1997,6,3,3,50.0%,5-7,41.7%,52-60,46.4%,1-1,50.0%,0,,,,,,,,,,,,R32 (Wimbledon)
1996,19,7,12,36.8%,17-26,39.5%,171-209,45.0%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
1995,24,11,13,45.8%,25-26,49.0%,220-241,47.7%,4-3,57.1%,0,,,,,,,,,,,,SF (San Juan)
1994,34,17,17,50.0%,36-33,52.2%,310-314,49.7%,5-6,45.5%,0,,,,,,,,,,,,SF (Wimbledon)
1993,34,17,17,50.0%,36-37,49.3%,330-348,48.7%,5-2,71.4%,0,,,,,,,,,,,,QF (Eastbourne)
1992,42,25,17,59.5%,51-40,56.0%,429-374,53.4%,3-1,75.0%,0,,,,,,,,,,,,F (San Juan)
1991,48,30,18,62.5%,60-44,57.7%,491-453,52.0%,7-4,63.6%,0,,,,,,,,,,,,W (Albuquerque)
1990,32,18,14,56.3%,39-28,58.2%,319-273,53.9%,5-4,55.6%,0,,,,,,,,,,,,SF (Dorado)
1989,40,24,16,60.0%,49-35,58.3%,399-328,54.9%,4-3,57.1%,0,,,,,,,,,,,,F (San Juan)
1988,33,15,18,45.5%,35-36,49.3%,331-326,50.4%,3-7,30.0%,0,,,,,,,,,,,,SF (San Juan)
1987,33,16,17,48.5%,32-33,49.2%,281-275,50.5%,3-4,42.9%,0,,,,,,,,,,,,SF (Princeton)
1986,33,18,15,54.5%,38-35,52.1%,344-332,50.9%,5-2,71.4%,0,,,,,,,,,,,,W (Singapore)
1985,27,9,18,33.3%,19-38,33.3%,207-280,42.5%,3-0,100.0%,0,,,,,,,,,,,,SF (Australian Indoor)
1984,35,18,17,51.4%,38-32,54.3%,343-305,52.9%,3-6,33.3%,0,,,,,,,,,,,,F (Newport)
1983,12,4,8,33.3%,12-19,38.7%,128-153,45.6%,0-0,-,0,,,,,,,,,,,,F (Caracas Pan-Am Games)
1982,1,0,1,0.0%,0-0,-,0-0,-,0-0,-,0,,,,,,,,,,,,F (Havana CenAm Games)
Career,453,232,221,51.2%,492-469,51.2%,4355-4271,50.5%,52-44,54.2%,0,,,,,,,,,,,,
