Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
12,Zina Garrison [USA],3,9,25.0%,4,2,2,50.0%,1986,1994,0,,,,,,,,,,
9,Robin White [USA],7,2,77.8%,5,2,3,40.0%,1983,1993,0,,,,,,,,,,
8,Martina Navratilova [USA],0,8,0.0%,2,0,2,0.0%,1984,1994,0,,,,,,,,,,
8,Katerina Maleeva [BUL],1,7,12.5%,2,2,0,100.0%,1985,1994,0,,,,,,,,,,
6,Mary Pierce [FRA],1,5,16.7%,1,1,0,100.0%,1992,1997,0,,,,,,,,,,
6,Lori Mcneil [USA],2,4,33.3%,2,1,1,50.0%,1986,1993,0,,,,,,,,,,
6,Helena Sukova [CZE],2,4,33.3%,2,1,1,50.0%,1984,1993,0,,,,,,,,,,
6,Rosalyn Fairbank [USA],3,3,50.0%,0,0,0,-,1984,1993,0,,,,,,,,,,
5,Nathalie Tauziat [FRA],1,4,20.0%,2,2,0,100.0%,1989,1996,0,,,,,,,,,,
5,Angelica Gavaldon [MEX],3,2,60.0%,1,1,0,100.0%,1990,1994,0,,,,,,,,,,
5,Kathy Rinaldi Stunkel [USA],2,3,40.0%,0,0,0,-,1983,1992,0,,,,,,,,,,
5,Catarina Lindqvist Ryan [SWE],2,3,40.0%,0,0,0,-,1985,1991,0,,,,,,,,,,
4,Chanda Rubin [USA],1,3,25.0%,2,0,2,0.0%,1992,1995,0,,,,,,,,,,
4,Laura Arraya [PER],1,3,25.0%,1,0,1,0.0%,1989,1993,0,,,,,,,,,,
4,Stephanie Rehe [USA],1,3,25.0%,2,1,1,50.0%,1986,1992,0,,,,,,,,,,
