Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,27,15,12,55.6%,7,5,2,71.4%,1983,1997,R16,0,,,,,,,,,,
Roland Garros,7,Clay,10,3,7,30.0%,2,1,1,50.0%,1986,1996,R64,0,,,,,,,,,,
Wimbledon,13,Grass,34,21,13,61.8%,7,5,2,71.4%,1984,1997,SF,0,,,,,,,,,,
US Open,15,Hard,32,17,15,53.1%,10,4,6,40.0%,1983,1997,QF,0,,,,,,,,,,
Olympics,1,,1,0,1,0.0%,0,0,0,-,1984,1984,R32,0,,,,,,,,,,
Fed Cup,1,,4,3,1,75.0%,0,0,0,-,1992,1992,,0,,,,,,,,,,
Eastbourne,13,Grass,30,17,13,56.7%,5,1,4,20.0%,1984,1996,SF,0,,,,,,,,,,
Key Biscayne,10,Hard,19,9,10,47.4%,5,2,3,40.0%,1985,1996,R16,0,,,,,,,,,,
San Juan,7,Hard,27,20,7,74.1%,5,4,1,80.0%,1986,1995,F,0,,,,,,,,,,
Sydney,7,Hard,20,13,7,65.0%,3,1,2,33.3%,1983,1992,QF,0,,,,,,,,,,
Birmingham,7,Grass,13,6,7,46.2%,0,0,0,-,1984,1996,QF,0,,,,,,,,,,
San Diego,7,Hard,12,5,7,41.7%,2,2,0,100.0%,1985,1996,QF,0,,,,,,,,,,
