Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,24,10,14,41.7%,24-28,46.2%,223-242,48.0%,2-3,40.0%,0,,,,,,,,,,,,QF (3x)
2022,25,13,12,52.0%,27-27,50.0%,244-231,51.4%,2-4,33.3%,0,,,,,,,,,,,,SF (W15 Antalya)
2021,10,2,8,20.0%,5-17,22.7%,73-117,38.4%,0-3,0.0%,0,,,,,,,,,,,,R16 (2x)
2020,2,0,2,0.0%,1-4,20.0%,16-27,37.2%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2019,37,17,20,45.9%,42-44,48.8%,410-367,52.8%,2-7,22.2%,0,,,,,,,,,,,,SF (W15 Palmanova)
2018,34,16,18,47.1%,35-38,47.9%,326-316,50.8%,1-3,25.0%,0,,,,,,,,,,,,SF (3x)
2017,40,21,19,52.5%,42-42,50.0%,362-373,49.3%,3-3,50.0%,0,,,,,,,,,,,,SF (3x)
2016,43,19,24,44.2%,50-53,48.5%,486-460,51.4%,5-8,38.5%,0,,,,,,,,,,,,F (Alkmaar $10K)
2015,37,19,18,51.4%,46-40,53.5%,406-355,53.4%,1-4,20.0%,0,,,,,,,,,,,,F (Stellenbosch $10K)
2014,21,5,16,23.8%,14-33,29.8%,173-254,40.5%,2-3,40.0%,0,,,,,,,,,,,,QF (2x)
2013,5,1,4,20.0%,2-8,20.0%,41-57,41.8%,0-0,-,0,,,,,,,,,,,,R16 (Rotterdam 10K)
2012,3,1,2,33.3%,2-5,28.6%,26-37,41.3%,1-0,100.0%,0,,,,,,,,,,,,R16 (Braunschweig 10K)
2011,2,1,1,50.0%,2-2,50.0%,14-17,45.2%,0-0,-,0,,,,,,,,,,,,R16 (Braunschweig 10K)
Career,283,125,158,44.2%,292-341,46.1%,2800-2853,49.5%,19-38,33.3%,0,,,,,,,,,,,,
