Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
16-Mar-2026,W75 Kofu,Hard,F,148,178,Costoulas d. Ye Xin Ma [CHN],7-5 6-3,1.18,4.8%,1.6%,63.5%,75.0%,34.8%,2/5,1:29
25-Aug-2025,W35 Heraklion,Hard,F,181,176,Lola Radivojevic [SRB] d. Costoulas,6-0 4-1,0.49,2.9%,0.0%,50.0%,35.3%,41.2%,2/7,1:03
26-May-2025,W50 Otocec,Clay,F,210,299,Amarissa Kiara Toth [HUN] d. Costoulas,6-3 6-3,0.90,0.0%,0.0%,53.8%,57.1%,33.3%,0/1,1:35
14-Apr-2025,W75 Calvi,Hard,F,260,241,Costoulas d. Tessah Andrianjafitrimo [FRA],7-5 6-1,1.23,3.2%,0.0%,63.5%,55.0%,43.5%,6/10,1:49
03-Mar-2025,W35 Helsinki,Hard,F,297,190,Costoulas d. Yuriko Miyazaki [GBR],6-3 7-5,1.26,5.6%,2.8%,51.4%,81.1%,37.1%,4/7,1:40
27-May-2024,W35 Klagenfurt,Clay,F,341,286,(6) Marie Benoit [BEL] d. (5) Costoulas,6-1 6-3,,,,,,,,
27-Nov-2023,W25 Limassol,Hard,F,296,255,(7) Costoulas d. (5) Silvia Ambrosio [GER],6-1 6-3,,,,,,,,
20-Nov-2023,W25 Limassol,Hard,F,291,330,Hanne Vandewinkel [BEL] d. (8) Costoulas,6-2 4-6 6-4,,,,,,,,
15-May-2023,W25 Feld am See,Clay,F,326,762,(4) Costoulas d. (SE) Lara Salden [BEL],6-3 6-1,,,,,,,,
20-Jun-2022,W25 Gurugram,Hard,F,709,497,(8) Karman Thandi [IND] d. Costoulas,6-4 2-6 6-1,,,,,,,,
