Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Auckland QF,L vs Jovic,12,15,0.8,8.5%,10.6%,9,13,0.7,6.7%,9.7%,5.2%,1.5%,1.1,19.7%,18.3%
Career (1 matches),,12,15,0.8,8.5%,10.6%,9,13,0.7,6.7%,9.7%,5.2%,1.5%,1.1,19.7%,18.3%
