Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Mallorca R32,W vs Stusek,4.1,4.4,3.8,56.9%,60.0%,72.7%,50.0%,65.6%,24.2%,16.5,14.7,1.5,3.3
2025 US Open Q3,W vs Akli,4.3,4.0,4.6,55.4%,40.9%,35.0%,68.4%,59.5%,35.6%,3.5,1.9,-3.5,-4.3
2024 Prague QF,L vs Samson,4.3,4.6,4.2,44.4%,53.5%,44.8%,54.5%,57.3%,42.6%,11.5,5.7,5.5,6.1
2023 Australian Open R128,L vs Vekic,4.1,4.2,3.9,46.5%,43.1%,76.0%,50.0%,52.0%,34.7%,12.5,7.5,2.5,2.3
2023 Australian Open Q3,W vs Chang,3.9,3.5,4.3,63.8%,41.9%,54.5%,75.0%,46.8%,34.5%,13.0,19.1,3.5,6.5
2022 Roland Garros R128,L vs Juvan,4.0,4.5,3.3,42.7%,48.2%,57.1%,83.3%,60.5%,36.4%,15.5,9.3,-4.5,-6.2
2022 Roland Garros Q3,L vs Babel,4.7,4.8,4.6,56.8%,53.6%,62.5%,58.3%,51.5%,21.4%,21.0,20.6,-0.5,-0.6
2021 ITF Manacor QF,W vs Eala,4.4,4.2,4.7,55.7%,60.0%,56.3%,69.2%,71.6%,47.5%,30.0,19.7,6.5,20.3
Last 52 Weeks (2 matches),,4.2,4.1,4.3,56.0%,47.8%,48.4%,63.0%,61.7%,32.0%,10.0,6.8,-1.0,-1.6
Career (8 matches),,4.2,4.3,4.1,51.2%,49.2%,56.3%,63.2%,58.0%,35.2%,15.4,10.7,1.4,2.0
