Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Mallorca 125 R32,W vs Stusek,75% (6/8),100% (6/6),1/1,43% (3/7),67% (2/3),4/5,1/1,0/0,0/0,0/0
2025 US Open Q3,W vs Akli,57% (8/14),63% (5/8),1/3,43% (6/14),33% (2/6),4/5,2/2,1/2,1/1,0/0
2024 Prague QF,L vs Samson,53% (8/15),88% (7/8),4/7,57% (8/14),13% (1/8),2/7,1/1,1/1,0/0,1/1
2023 Australian Open Q3,W vs Chang,67% (6/9),100% (6/6),2/3,33% (3/9),0% (0/3),3/5,1/2,0/0,1/1,0/0
2022 Roland Garros R128,L vs Juvan,50% (6/12),83% (5/6),2/6,67% (8/12),25% (2/8),4/5,0/2,0/0,0/0,0/0
2021 W15 Manacor QF,W vs Eala,75% (6/8),83% (5/6),2/2,33% (3/9),33% (1/3),3/4,1/2,0/0,1/1,0/0
2019 W25 Khimki R16,W vs Dema,36% (5/14),100% (5/5),1/4,40% (6/15),17% (1/6),3/5,2/3,0/1,1/2,0/0
2025 (2 matches),,63.6%,78.6%,50.0%,42.9%,44.4%,80.0%,100.0%,50.0%,100.0%,-
2024 (1 matches),,53.3%,87.5%,57.1%,57.1%,12.5%,28.6%,100.0%,100.0%,-,100.0%
2023 (1 matches),,66.7%,100.0%,66.7%,33.3%,0.0%,60.0%,50.0%,-,100.0%,-
2022 (1 matches),,50.0%,83.3%,33.3%,66.7%,25.0%,80.0%,0.0%,-,-,-
2021 (1 matches),,75.0%,83.3%,100.0%,33.3%,33.3%,75.0%,50.0%,-,100.0%,-
Career (7 matches),,56.3%,86.7%,50.0%,46.3%,24.3%,63.9%,61.5%,50.0%,80.0%,100.0%
