Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Mallorca R32,W vs Stusek,20.0%,30.0%,54.1%,20.6%,32.4%,48.1%,13.3%,47.4%,100.0%,23.1%,30.8%,70.0%,0.0%,66.7%,100.0%,97
2025 US Open Q3,W vs Akli,32.6%,40.7%,42.6%,37.0%,50.0%,52.9%,13.3%,66.7%,66.7%,28.6%,28.6%,25.0%,0.0%,75.0%,0.0%,47
2024 Prague QF,L vs Samson,10.7%,17.9%,43.7%,7.5%,15.1%,40.8%,3.8%,70.4%,80.0%,18.5%,25.9%,50.0%,0.0%,84.6%,100.0%,52
2023 Australian Open R128,L vs Vekic,14.3%,20.5%,51.1%,10.3%,19.2%,55.7%,0.0%,54.3%,44.4%,30.8%,30.8%,33.3%,0.0%,90.0%,75.0%,152
2023 Australian Open Q3,W vs Chang,24.1%,33.3%,39.0%,28.6%,42.9%,44.0%,5.9%,83.3%,100.0%,15.8%,15.8%,31.3%,0.0%,100.0%,100.0%,-104
2022 Roland Garros R128,L vs Juvan,13.0%,14.1%,45.9%,10.6%,12.1%,49.2%,0.0%,62.2%,71.4%,25.0%,25.0%,33.3%,0.0%,77.8%,100.0%,103
2022 Roland Garros Q3,L vs Babel,13.2%,24.5%,58.7%,15.0%,25.0%,58.8%,10.5%,61.9%,100.0%,7.7%,23.1%,58.3%,0.0%,70.0%,100.0%,-104
2021 ITF Manacor QF,W vs Eala,20.6%,36.5%,55.3%,21.1%,39.5%,56.7%,0.0%,57.1%,66.7%,22.7%,36.4%,52.9%,25.0%,0.0%,0.0%,41
Last 52 Weeks (2 matches),,27.9%,36.8%,47.3%,30.7%,43.2%,50.8%,13.3%,58.1%,83.3%,26.8%,29.3%,40.0%,0.0%,73.1%,66.7%,72
Career (8 matches),,18.2%,26.1%,48.5%,17.6%,27.4%,50.9%,5.4%,62.0%,68.8%,22.6%,27.4%,42.3%,3.8%,71.6%,81.3%,68
