Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2021 St Petersburg SF,W vs Zvonareva,81.9%,57.4%,0.0%,0/0,2.43,6.3%,84.5%,51.0%,0.0%,2.40,9.3%,86.4%,73.7%,0.0%,2.50,0.0%
2020 Shenzhen R32,L vs Sabalenka,69.6%,46.2%,8.9%,3/2,2.28,20.5%,67.6%,44.0%,8.1%,2.39,27.6%,77.8%,50.0%,11.1%,2.07,6.7%
2019 US Open R128,W vs Hon,74.3%,57.7%,11.4%,6/2,2.57,7.7%,74.4%,56.3%,11.6%,2.51,11.1%,87.0%,60.0%,13.0%,2.71,0.0%
2019 Wimbledon R64,L vs Svitolina,83.5%,50.0%,6.6%,2/4,2.37,31.1%,80.3%,45.6%,1.4%,2.31,51.4%,95.0%,63.2%,25.0%,2.46,0.0%
2019 Birmingham R16,L vs Martic,72.7%,37.5%,7.6%,4/1,2.44,33.3%,72.9%,37.1%,4.2%,2.39,41.7%,81.3%,38.5%,18.8%,2.55,16.7%
2019 Birmingham R32,W vs Svitolina,70.2%,55.9%,1.2%,0/1,2.69,7.8%,73.6%,51.3%,1.9%,2.66,11.4%,76.9%,65.0%,0.0%,2.75,0.0%
2019 Madrid R64,L vs Halep,75.0%,44.4%,4.2%,2/0,2.37,0.0%,80.6%,36.0%,3.2%,2.15,0.0%,84.6%,63.6%,7.7%,2.92,0.0%
2019 Australian Open R64,L vs Mertens,55.8%,48.3%,9.6%,2/3,2.71,23.7%,51.5%,41.2%,3.0%,2.55,33.3%,80.0%,58.3%,26.7%,3.02,5.0%
2018 Mumbai SF,L vs Kumkhum,71.1%,46.9%,6.7%,0/3,2.51,8.3%,67.9%,42.1%,3.6%,2.40,11.5%,100.0%,53.8%,15.4%,2.64,4.5%
2018 Luxembourg QF,L vs Yastremska,69.6%,34.4%,6.5%,1/2,2.75,6.5%,75.0%,28.6%,7.1%,2.89,5.6%,73.3%,45.5%,6.7%,2.55,7.7%
2018 Linz QF,L vs Giorgi,79.5%,38.7%,3.8%,2/1,2.70,3.1%,78.3%,33.3%,4.3%,2.69,5.0%,96.3%,46.2%,3.7%,2.72,0.0%
2018 Linz R16,W vs Bertens,76.9%,48.6%,1.1%,0/1,2.19,21.0%,73.6%,46.2%,1.9%,2.21,29.7%,91.2%,51.6%,0.0%,2.17,8.0%
2018 Tashkent F,W vs Potapova,71.2%,64.9%,5.8%,1/2,2.40,11.5%,73.9%,58.8%,0.0%,2.17,18.8%,80.0%,70.0%,12.0%,2.75,0.0%
2018 Tashkent QF,W vs Stollar,67.7%,57.1%,4.3%,2/2,2.63,7.7%,58.1%,60.0%,2.3%,2.55,11.1%,88.4%,55.3%,7.0%,2.82,0.0%
2016 Fed Cup RR,L vs Sasnovich,78.3%,44.7%,5.8%,4/2,2.63,4.4%,80.3%,40.4%,2.8%,2.63,6.8%,84.1%,51.4%,11.4%,2.63,0.0%
2016 Indian Wells R128,W vs Govortsova,81.4%,57.1%,9.3%,4/0,2.50,6.5%,100.0%,57.1%,0.0%,2.69,11.8%,87.5%,57.1%,25.0%,2.24,0.0%
2016 St Petersburg R16,L vs Ivanovic,69.8%,45.5%,3.2%,1/1,2.74,10.9%,65.6%,38.1%,3.1%,2.59,19.2%,88.5%,52.2%,3.8%,2.94,0.0%
2016 Australian Open R16,L vs Williams,66.7%,42.9%,21.4%,8/1,2.42,9.7%,70.8%,35.3%,8.3%,2.63,9.5%,64.7%,54.5%,41.2%,1.97,10.0%
2016 Hobart R16,L vs Larsson,77.2%,57.7%,1.1%,1/0,2.49,8.0%,76.9%,48.0%,0.0%,2.40,13.3%,77.8%,81.0%,3.7%,2.64,0.0%
2016 Hobart R32,W vs Inglis,82.5%,61.7%,7.0%,3/1,2.38,8.3%,87.9%,58.6%,6.1%,2.23,14.3%,81.8%,66.7%,9.1%,2.59,0.0%
Career (24 matches),,73.4%,51.1%,5.6%,61.7%,2.53,10.9%,73.7%,47.0%,3.1%,2.48,16.1%,83.4%,57.6%,10.9%,2.61,2.4%
