Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,79,42,37,53.2%,92-86,51.7%,832-813,50.6%,10-7,58.8%,71,64.6%,37.3%,4.2%,5.7%,61.9%,64.2%,43.5%,56.3%,44.1%,50.3%,1.01
Clay,19,4,15,21.1%,13-28,31.7%,157-221,41.5%,1-1,50.0%,19,47.9%,34.5%,2.2%,6.1%,63.5%,53.7%,41.4%,49.2%,42.8%,46.0%,0.84
Grass,11,4,7,36.4%,9-13,40.9%,95-115,45.2%,1-1,50.0%,11,63.7%,28.2%,4.5%,4.8%,62.3%,64.4%,41.5%,55.7%,39.1%,47.7%,0.88
Grand Slams,24,7,17,29.2%,16-34,32.0%,187-264,41.5%,1-2,33.3%,24,53.8%,30.2%,4.1%,5.5%,62.9%,58.7%,38.3%,51.1%,41.0%,46.2%,0.84
Premiers,26,12,14,46.2%,29-29,50.0%,268-268,50.0%,3-3,50.0%,23,62.8%,38.1%,3.6%,5.6%,61.2%,62.8%,43.3%,55.2%,43.7%,49.7%,0.98
Internationals,55,31,24,56.4%,67-56,54.5%,595-559,51.6%,8-3,72.7%,50,65.2%,38.2%,4.1%,5.7%,62.7%,64.1%,44.9%,56.9%,44.4%,50.7%,1.03
Finals,3,2,1,66.7%,4-2,66.7%,32-19,62.7%,0-0,-,3,70.4%,51.9%,4.0%,4.6%,64.6%,66.4%,46.8%,59.4%,50.3%,54.9%,1.24
Semi-finals,4,3,1,75.0%,6-3,66.7%,48-40,54.5%,1-0,100.0%,4,64.3%,44.4%,2.9%,5.5%,64.5%,60.0%,48.2%,55.8%,46.7%,51.4%,1.06
Quarter-finals,9,4,5,44.4%,9-10,47.4%,83-87,48.8%,0-0,-,7,62.7%,43.5%,5.7%,7.1%,63.8%,65.2%,36.6%,54.8%,45.4%,50.2%,1.01
vs Righties,102,46,56,45.1%,104-119,46.6%,996-1064,48.3%,10-8,55.6%,95,61.0%,35.7%,3.8%,5.7%,62.3%,62.3%,42.5%,54.9%,43.4%,49.2%,0.96
vs Lefties,6,3,3,50.0%,8-8,50.0%,76-84,47.5%,2-1,66.7%,5,64.8%,30.2%,4.5%,5.2%,61.5%,59.2%,47.0%,54.5%,39.3%,47.0%,0.86
vs Top 10,11,2,9,18.2%,6-18,25.0%,92-139,39.8%,2-2,50.0%,11,56.4%,25.9%,3.6%,5.2%,61.5%,60.3%,39.9%,52.4%,39.8%,46.2%,0.84
