Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-10-20),1458,3,,,,,,,,,839,55,,
2024,1358,4,,,,,,,,,818,55
2021,164,427,97,1699,84,1689,138,1554,,,,
2020,125,601,105,1647,97,1618,92,1598,,,255,323
2019,104,661,59,1802,66,1738,71,1676,49,1669,96,921
2018,92,662,47,1827,45,1791,,,,,215,325
2016,117,505,79,1733,60,1726,115,1578,,,41,1936
2015,61,921,44,1821,42,1767,70,1676,64,1629,69,1088
2014,220,226,211,1489,210,1452,208,1384,,,98,795
2013,283,187,,,,,,,,,273,238
2012,214,270,,,,,,,,,298,195
2011,681,32,,,,,,,,,814,27
