Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,55.6%,11.1%,0.0%,6.5%,71.0%,61.4%,38.9%,54.8%,35.7%,45.8%,0.79,R32 (Hong Kong)
2023,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,2,37.5%,17.6%,3.4%,7.7%,55.6%,52.3%,38.5%,46.2%,37.3%,42.0%,0.69,R128 (2x)
2021,10,5,5,50.0%,11-10,52.4%,94-94,50.0%,1-1,50.0%,10,62.8%,36.8%,1.6%,6.0%,61.3%,61.0%,44.7%,54.7%,43.5%,49.3%,0.96,F (St. Petersburg)
2020,7,2,5,28.6%,4-9,30.8%,48-60,44.4%,0-1,0.0%,7,51.8%,38.6%,3.7%,5.9%,63.7%,56.3%,37.6%,49.5%,44.4%,47.1%,0.88,R16 (Istanbul)
2019,33,14,19,42.4%,34-40,45.9%,335-379,46.9%,5-2,71.4%,33,58.3%,34.3%,3.5%,5.7%,62.6%,59.8%,43.6%,53.8%,43.4%,48.6%,0.94,SF (Istanbul)
2018,16,11,5,68.8%,22-14,61.1%,178-150,54.3%,3-1,75.0%,16,71.1%,38.0%,3.7%,4.6%,64.6%,67.3%,42.9%,58.7%,44.7%,51.7%,1.08,W (Tashkent)
2016,22,8,14,36.4%,21-28,42.9%,212-237,47.2%,1-2,33.3%,22,60.6%,33.8%,4.6%,5.6%,61.0%,63.4%,41.1%,54.7%,42.9%,48.9%,0.95,R16 (3x)
2015,16,10,6,62.5%,21-16,56.8%,184-165,52.7%,2-2,50.0%,8,68.8%,47.6%,5.5%,7.1%,60.1%,67.1%,47.8%,59.4%,44.8%,52.1%,1.10,W (Baku)
2014,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,-,-,9.6%,1.4%,63.0%,63.0%,44.4%,56.2%,34.4%,46.0%,0.78,R32 (Tashkent)
2012,1,0,1,0.0%,1-2,33.3%,11-16,40.7%,0-0,-,1,-,-,8.1%,7.0%,59.3%,62.7%,37.1%,52.3%,32.5%,42.9%,0.68,R32 (Moscow)
Career,109,50,59,45.9%,114-127,47.3%,1084-1149,48.5%,12-9,57.1%,101,61.4%,35.8%,3.9%,5.7%,62.2%,62.2%,42.9%,54.9%,43.3%,49.2%,0.96,
