Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2021 St Petersburg SF,W vs Zvonareva,1.2%,100.0%,7.8%,76.9%,14.9%,35.7%,50.0%,11.7%,21.4%,1.1%,0.0%,18,12
2020 Shenzhen R32,L vs Sabalenka,1.9%,0.0%,8.1%,22.2%,26.5%,30.4%,100.0%,10.3%,30.0%,0.8%,0.0%,4,-11
2019 US Open R128,W vs Hon,0.0%,-,3.4%,60.0%,9.3%,8.8%,0.0%,10.4%,6.7%,0.0%,-,-59,-20
2019 Wimbledon R64,L vs Svitolina,1.5%,100.0%,9.8%,75.0%,17.8%,17.9%,0.0%,14.1%,16.4%,1.7%,14.3%,-28,-38
2019 Birmingham R16,L vs Martic,1.4%,0.0%,13.6%,42.1%,13.9%,16.4%,0.0%,12.5%,31.8%,2.7%,42.9%,-22,-6
2019 Birmingham R32,W vs Svitolina,1.2%,100.0%,14.0%,70.8%,15.2%,18.5%,0.0%,10.8%,20.0%,1.3%,75.0%,1,8
2019 Madrid R64,L vs Halep,0.0%,-,8.7%,66.7%,4.8%,15.4%,0.0%,3.6%,14.3%,0.8%,50.0%,-49,-48
2019 Australian Open R64,L vs Mertens,1.4%,100.0%,9.4%,50.0%,7.4%,15.6%,0.0%,8.2%,29.4%,0.0%,-,4,-10
2018 Mumbai SF,L vs Kumkhum,0.0%,-,6.7%,42.9%,13.8%,20.8%,0.0%,6.0%,6.7%,0.6%,0.0%,-44,-46
2018 Luxembourg QF,L vs Yastremska,0.0%,-,3.3%,0.0%,8.1%,26.3%,0.0%,0.0%,0.0%,0.0%,-,-99,-47
2018 Linz QF,L vs Giorgi,0.0%,-,6.5%,40.0%,6.5%,17.0%,0.0%,3.5%,14.3%,0.0%,-,-125,-116
2018 Linz R16,W vs Bertens,0.0%,-,12.5%,69.6%,6.1%,13.8%,0.0%,4.0%,10.0%,0.0%,-,-87,-49
2018 Tashkent F,W vs Potapova,0.0%,-,7.3%,85.7%,20.4%,36.8%,0.0%,10.5%,26.7%,0.0%,-,25,64
2018 Tashkent QF,W vs Stollar,0.0%,-,4.2%,50.0%,12.3%,28.6%,0.0%,8.1%,31.6%,0.4%,0.0%,-42,-10
2016 Fed Cup RR,L vs Sasnovich,1.0%,100.0%,4.5%,40.0%,7.1%,13.3%,50.0%,10.2%,19.2%,0.6%,50.0%,-26,-5
2016 Indian Wells R128,W vs Govortsova,0.0%,-,7.8%,62.5%,10.9%,27.3%,100.0%,13.6%,27.3%,0.0%,-,-18,45
2016 St Petersburg R16,L vs Ivanovic,0.0%,-,6.2%,50.0%,7.1%,15.0%,0.0%,7.6%,8.7%,0.0%,-,-2,25
2016 Australian Open R16,L vs Williams,0.0%,-,3.4%,66.7%,13.3%,21.4%,0.0%,15.8%,40.0%,0.0%,-,-23,-1
2016 Hobart R16,L vs Larsson,0.0%,-,8.7%,87.5%,8.6%,13.3%,33.3%,7.7%,24.2%,0.0%,-,9,-1
2016 Hobart R32,W vs Inglis,0.0%,-,10.6%,66.7%,12.3%,28.6%,100.0%,13.5%,20.0%,0.0%,-,-12,24
Career (24 matches),,0.4%,71.4%,7.3%,64.5%,11.6%,19.6%,19.4%,8.9%,18.8%,0.5%,32.3%,-26,-11
