Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,8,3,72.7%,15-9,62.5%,129-96,57.3%,2-3,40.0%,11,70.7%,44.6%,1.2%,3.4%,59.9%,65.0%,47.4%,57.9%,47.2%,52.7%,1.12,F (2x)
2025,43,29,14,67.4%,62-39,61.4%,512-414,55.3%,4-2,66.7%,41,63.3%,45.5%,2.2%,4.2%,61.3%,59.7%,49.7%,55.8%,48.2%,52.1%,1.09,W (2x)
2024,17,13,4,76.5%,27-13,67.5%,213-177,54.6%,4-3,57.1%,0,,,,,,,,,,,,W (W35 Qian Daohu)
2023,38,25,13,65.8%,55-26,67.9%,415-306,57.6%,5-1,83.3%,0,,,,,,,,,,,,W (2x)
2020,1,0,1,0.0%,1-2,33.3%,17-19,47.2%,1-1,50.0%,0,,,,,,,,,,,,R32 (W25 Hong Kong)
2019,25,14,11,56.0%,32-25,56.1%,271-255,51.5%,3-3,50.0%,0,,,,,,,,,,,,W (W25 Luzhou)
2018,24,8,16,33.3%,19-38,33.3%,262-317,45.3%,4-4,50.0%,1,0.0%,16.7%,2.3%,13.6%,56.8%,44.0%,5.3%,27.3%,39.5%,33.3%,0.54,SF (Changsha $25K)
2017,39,23,16,59.0%,47-40,54.0%,402-391,50.7%,3-1,75.0%,0,,,,,,,,,,,,F (2x)
2016,32,21,11,65.6%,47-28,62.7%,374-316,54.2%,4-3,57.1%,0,,,,,,,,,,,,W (Hua Hin $10K)
2015,12,7,5,58.3%,14-12,53.8%,121-109,52.6%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
Career,242,148,94,61.2%,319-232,57.9%,2716-2400,53.1%,30-22,57.7%,53,64.0%,45.0%,2.0%,4.1%,61.0%,60.6%,48.7%,55.9%,47.9%,52.0%,1.09,
