Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Montreal R64,L vs Swiatek,0.94,0.59,37.6,2.0,0.0%,36.0%,0.0%,36.0%,18.5%,65.2%
2019 W25 Shenzhen R32,L vs Namigata,0.90,0.30,28.0,2.1,-,44.0%,-,39.1%,15.8%,23.5%
2019 W25 Luzhou R32,W vs Hondo,1.09,2.11,36.6,2.2,-,90.9%,-,52.4%,64.0%,43.5%
2019 W60 Luan R32,L vs Xun,0.87,0.43,32.2,2.1,0.0%,37.5%,4.5%,50.0%,31.8%,23.8%
2019 W15 Nanchang R32,L vs Garland,0.92,0.81,63.9,4.9,-,56.1%,-,54.5%,45.5%,32.5%
2019 W15 Nanchang F,L vs Lu,0.98,0.80,55.4,3.7,0.0%,42.5%,0.0%,48.6%,38.5%,51.4%
2019 W15 Nanchang SF,W vs Liu,1.13,1.09,79.0,3.0,0.0%,49.0%,0.0%,35.6%,51.6%,60.0%
2019 W15 Nanchang QF,W vs Kawamura,1.05,1.44,51.7,2.3,0.0%,59.4%,3.3%,70.0%,42.4%,54.8%
2019 W15 Nanchang R16,W vs Yang,1.10,1.52,50.8,2.5,0.0%,74.1%,0.0%,48.1%,53.8%,53.8%
2019 W15 Nanchang R32,W vs Zhang,0.99,1.31,65.1,2.1,3.0%,69.7%,0.0%,58.1%,53.5%,41.5%
2018 Guangzhou R32,L vs Zheng,0.87,0.75,51.6,2.2,2.9%,45.7%,0.0%,48.5%,43.8%,46.7%
2018 Anning R32,L vs You,1.03,0.56,32.8,2.0,0.0%,21.7%,4.8%,33.3%,50.0%,28.6%
2017 Shenzhen $100K R32,L vs Dunne,1.06,0.69,49.0,2.1,0.0%,46.9%,3.6%,35.7%,38.5%,37.5%
2017 Suzhou $60K F,L vs Errani,1.04,0.45,30.1,2.2,0.0%,26.3%,0.0%,6.3%,21.1%,52.9%
2017 Suzhou $60K SF,W vs Stojanovic,1.14,1.34,57.9,2.3,0.0%,61.1%,0.0%,60.0%,45.7%,47.1%
2017 Suzhou $60K QF,W vs Hibino,1.33,1.35,62.8,4.1,0.0%,49.0%,0.0%,52.3%,57.1%,41.7%
2017 Tianjin R32,L vs Peng,0.95,0.67,57.4,2.0,0.0%,55.3%,2.9%,55.9%,30.0%,33.3%
2017 Guiyang $25K R16,L vs Marozava,0.87,0.69,50.7,3.1,0.0%,54.8%,0.0%,46.2%,32.4%,45.5%
2017 Guiyang $25K R32,W vs Minokoshi,1.14,1.10,73.3,7.3,0.0%,45.7%,0.0%,54.5%,48.3%,48.1%
2017 Tianjin $25K R16,L vs Han,0.88,0.64,46.2,2.0,0.0%,50.0%,0.0%,48.0%,48.3%,24.0%
2025 (1 matches),,0.94,0.59,37.6,2.0,0.0%,36.0%,0.0%,36.0%,18.5%,65.2%
2019 (9 matches),,1.01,1.00,56.1,2.6,0.3%,56.7%,0.7%,50.2%,46.0%,45.6%
2018 (2 matches),,0.93,0.66,44.1,2.1,1.7%,36.2%,1.9%,42.6%,46.3%,39.2%
2017 (29 matches),,1.04,1.04,57.5,3.0,0.8%,53.5%,0.7%,52.6%,46.1%,47.5%
2016 (18 matches),,1.03,1.05,60.5,2.7,1.9%,55.0%,1.6%,55.7%,42.3%,49.7%
Career (63 matches),,1.02,1.01,57.7,2.7,1.1%,53.3%,1.0%,52.7%,45.2%,47.9%
