Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Montreal R64,L vs Swiatek,2.8,3.2,2.4,32.9%,42.9%,66.7%,-,50.5%,9.8%,-1.5,-3.1,-4.0,-8.7
2016 ITF Guiyang F,L vs Sharipova,4.0,4.1,3.9,50.8%,47.6%,41.4%,57.1%,52.3%,4.1%,-12.0,-6.2,-1.0,-0.6
Last 52 Weeks (1 matches),,2.8,3.2,2.4,32.9%,42.9%,66.7%,-,50.5%,9.8%,-1.5,-3.1,-4.0,-8.7
Career (2 matches),,3.7,3.9,3.5,44.5%,46.4%,47.4%,57.1%,51.9%,5.2%,-6.8,-5.5,-2.5,-2.2
