Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2022-12-05),1255,5,,,,,,,,,1262,11,,
2020,714,38,,,,,,,,,572,93,,
2019,680,38,,,,,,,,,534,95,,
2017,850,17,,,,,,,,,735,37,,
2009,893,12,,,,,,,,,,,,
2007,781,11,,,,,,,,,,,,
2004,882,8,,,,,,,,,,,,
2002,978,4,,,,,,,,,,,,
2001,338,50,,,,,,,,,,,,
2000,315,56,,,,,,,,,,,,
1999,553,15,,,,,,,,,,,,
