Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),90,650,85,1724,79,1685,86,1669,60,1643,,,,
2025,91,669,135,1646,126,1604,109,1630,81,1604,,,,
2024,72,756,66,1756,75,1704,78,1679,41,1695,350,175,,
2023,100,640,89,1707,98,1646,92,1646,65,1625,,,,
2022,64,767,84,1730,78,1678,105,1628,70,1614,,,,
2021,151,448,171,1582,149,1557,179,1516,173,1478,,,,
2020,203,310,236,1458,219,1442,219,1422,,,157,491,,
2019,220,222,303,1436,299,1387,198,1481,205,1414,154,485,,
2018,128,445,188,1544,182,1508,169,1514,162,1482,319,119,,
2017,129,436,189,1554,181,1507,142,1548,137,1507,220,292,,
2016,153,399,217,1513,226,1449,153,1533,165,1479,216,346,,
2015,205,244,250,1462,241,1420,286,1360,,,745,63,,
2014,636,42,,,,,,,,,555,95,,
2013,705,31,,,,,,,,,1137,18,,
2012,1099,6,,,,,,,,,,,,
