Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Mar-2026,Marrakech,Clay,R32,90,,Halys vs (WC) Karim Bennani [MAR],,,,,,,,,
18-Mar-2026,Miami Masters,Hard,R16,111,4,(3) Alexander Zverev [GER] d. Halys,7-6(4) 7-6(1),0.77,14.0%,2.3%,69.8%,73.3%,53.8%,6/6,1:44
18-Mar-2026,Miami Masters,Hard,R32,111,57,Halys d. Kamil Majchrzak [POL],7-6(4) 6-1,2.36,28.3%,0.0%,67.9%,88.9%,64.7%,1/2,1:18
18-Mar-2026,Miami Masters,Hard,R64,111,17,Halys d. (16) Alejandro Davidovich Fokina [ESP],7-6(8) 6-4,0.87,17.6%,1.2%,63.5%,74.1%,54.8%,2/2,1:50
18-Mar-2026,Miami Masters,Hard,R128,111,147,Halys d. (Q) Liam Draxl [CAN],6-7(4) 6-1 6-1,1.49,15.5%,4.8%,64.3%,77.8%,43.3%,6/8,2:06
10-Mar-2026,Phoenix CH,Hard,R16,102,33,(1) Corentin Moutet [FRA] d. Halys,6-4 6-4,0.86,5.9%,3.9%,66.7%,64.7%,64.7%,0/3,1:24
10-Mar-2026,Phoenix CH,Hard,R32,102,166,Halys d. (Q) Stefano Travaglia [ITA],4-6 7-6(3) 7-6(5),1.09,6.8%,5.1%,62.4%,82.2%,45.5%,9/11,2:54
04-Mar-2026,Indian Wells Masters,Hard,R128,102,91,Adam Walton [AUS] d. Halys,6-3 6-3,0.92,15.6%,2.2%,55.6%,76.0%,50.0%,1/4,1:17
23-Feb-2026,Dubai,Hard,R32,68,15,(4) Jack Draper [GBR] d. (Q) Halys,7-6(8) 6-3,0.68,11.8%,1.3%,68.4%,73.1%,54.2%,4/5,1:37
23-Feb-2026,Dubai,Hard,Q2,68,92,(3) Halys d. (5) Alexander Shevchenko [KAZ],7-6(6) 7-5,1.17,19.5%,6.5%,66.2%,78.4%,65.4%,0/0,1:41
23-Feb-2026,Dubai,Hard,Q1,68,105,(3) Halys d. Christopher Oconnell [AUS],6-3 6-4,1.41,17.9%,5.4%,50.0%,85.7%,57.1%,1/2,1:16
16-Feb-2026,Doha,Hard,R16,72,40,Arthur Fils [FRA] d. (LL) Halys,6-1 7-6(7),0.64,7.1%,1.4%,54.3%,60.5%,53.1%,4/7,1:29
16-Feb-2026,Doha,Hard,R32,72,123,(LL) Halys d. (Q) Pablo Carreno Busta [ESP],4-6 7-5 6-3,1.24,15.4%,2.2%,51.6%,85.1%,52.3%,5/7,2:23
16-Feb-2026,Doha,Hard,Q2,72,124,(7) Jan Choinski [GBR] d. (1) Halys,1-6 6-3 7-6(5),1.08,14.0%,3.2%,57.0%,75.5%,57.5%,5/6,2:13
16-Feb-2026,Doha,Hard,Q1,72,383,(1) Halys d. (WC) Mert Alkaya [TUR],6-3 6-4,1.43,5.1%,6.8%,55.9%,81.8%,57.7%,2/2,1:18
09-Feb-2026,Rotterdam,Hard,R16,77,27,(7) Tallon Griekspoor [NED] d. Halys,7-5 7-6(11),0.47,18.5%,3.7%,67.6%,80.8%,28.6%,7/8,2:01
09-Feb-2026,Rotterdam,Hard,R32,77,614,Halys d. (Q) Mees Rottgering [NED],3-6 6-1 6-1,1.36,14.5%,3.9%,61.8%,80.9%,34.5%,5/7,1:53
27-Jan-2026,Quimper CH,Hard,R32,83,253,Marc Andrea Huesler [SUI] d. (4) Halys,6-3 7-6(9),0.99,26.2%,8.2%,67.2%,87.8%,40.0%,2/3,1:29
19-Jan-2026,Australian Open,Hard,R64,83,12,(11) Daniil Medvedev [RUS] d. Halys,6-7(9) 6-3 6-4 6-2,0.83,5.2%,5.2%,64.3%,71.6%,41.5%,4/10,3:02
19-Jan-2026,Australian Open,Hard,R128,83,79,Halys d. Alejandro Tabilo [CHI],6-2 6-2 7-6(2),2.04,15.2%,1.3%,55.7%,84.1%,71.4%,1/1,1:53
