Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,17,8,9,47.1%,18-21,46.2%,197-193,50.5%,4-6,40.0%,16,83.8%,17.5%,14.4%,2.8%,62.8%,77.0%,48.7%,66.4%,35.4%,50.6%,1.05,R16 (5x)
2025,36,12,24,33.3%,37-58,38.9%,466-530,46.8%,11-10,52.4%,36,81.7%,11.6%,13.4%,5.3%,58.9%,76.8%,49.6%,65.6%,30.9%,48.5%,0.90,SF (Dubai)
2024,20,11,9,55.0%,28-26,51.9%,277-269,50.7%,8-6,57.1%,20,87.0%,13.3%,16.0%,4.7%,57.7%,80.8%,49.8%,67.7%,32.2%,50.5%,1.00,F (Gstaad)
2023,33,15,18,45.5%,43-45,48.9%,468-449,51.0%,7-17,29.2%,33,87.8%,14.9%,16.1%,4.9%,58.8%,79.9%,51.5%,68.2%,32.2%,50.1%,1.01,SF (Estoril)
2022,14,3,11,21.4%,15-26,36.6%,203-215,48.6%,2-8,20.0%,14,83.8%,15.0%,13.8%,4.5%,59.2%,78.6%,47.5%,65.9%,33.3%,49.1%,0.98,R16 (2x)
2021,3,0,3,0.0%,3-8,27.3%,54-62,46.6%,0-1,0.0%,3,78.9%,15.5%,15.4%,9.4%,63.1%,76.9%,33.6%,60.9%,34.9%,47.8%,0.89,R64 (Murray River Open)
2020,2,0,2,0.0%,4-6,40.0%,58-59,49.6%,1-2,33.3%,2,75.0%,22.4%,12.5%,8.0%,62.3%,73.6%,42.3%,61.8%,37.5%,49.5%,0.98,R128 (2x)
2019,1,0,1,0.0%,0-3,0.0%,9-18,33.3%,0-0,-,1,38.5%,21.4%,6.5%,10.8%,44.1%,63.4%,32.7%,46.2%,37.2%,42.1%,0.69,R128 (Roland Garros)
2018,5,1,4,20.0%,6-9,40.0%,75-83,47.5%,1-1,50.0%,5,78.2%,16.7%,12.2%,8.9%,58.8%,77.2%,40.9%,62.3%,37.3%,49.3%,0.99,R16 (Los Cabos)
2017,8,2,6,25.0%,8-12,40.0%,106-119,47.1%,6-2,75.0%,8,80.2%,11.4%,11.5%,6.8%,57.3%,74.8%,50.0%,64.2%,31.2%,48.4%,0.87,R16 (2x)
2016,9,3,6,33.3%,9-14,39.1%,106-119,47.1%,0-5,0.0%,9,78.2%,18.5%,10.5%,6.3%,61.1%,72.5%,43.5%,61.2%,34.2%,48.3%,0.88,R16 (Marseille)
2015,2,0,2,0.0%,0-5,0.0%,22-32,40.7%,0-2,0.0%,2,80.8%,3.8%,9.8%,3.7%,65.6%,68.2%,48.2%,61.3%,25.2%,43.9%,0.65,R16 (Nice)
Career,150,55,95,36.7%,171-233,42.3%,2041-2148,48.7%,40-60,40.0%,149,83.1%,14.4%,14.0%,5.3%,59.3%,77.5%,48.3%,65.6%,32.8%,49.3%,0.95,
