Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Brisbane R16,L vs Nakashima,56.7%,55.9%,1.7%,0/1,2.34,16.1%,52.3%,52.2%,2.3%,2.17,27.8%,68.8%,63.6%,0.0%,2.54,0.0%
2025 Halle R16,L vs Medvedev,49.0%,33.3%,4.1%,2/0,2.13,15.8%,40.6%,23.1%,3.1%,2.32,35.3%,64.7%,45.5%,5.9%,1.98,0.0%
2025 Stuttgart R16,L vs Fritz,53.6%,32.4%,2.9%,2/0,2.18,23.5%,50.0%,38.1%,2.4%,2.05,35.7%,66.7%,25.0%,4.2%,2.25,15.0%
2025 Indian Wells R64,L vs Alcaraz,52.1%,32.0%,6.3%,2/1,2.34,21.6%,40.9%,11.1%,4.5%,2.31,30.0%,69.6%,43.8%,8.7%,2.38,11.8%
2024 Gstaad F,L vs Berrettini,64.9%,12.5%,0.0%,0/0,-,18.5%,62.1%,16.7%,0.0%,-,40.0%,85.7%,0.0%,0.0%,-,5.9%
2024 Gstaad SF,W vs Struff,60.3%,46.3%,13.2%,4/5,-,9.4%,51.5%,29.4%,9.1%,-,12.5%,82.8%,58.3%,20.7%,-,6.3%
2023 Shanghai R64,L vs Rublev,50.9%,35.7%,7.3%,3/1,-,9.1%,42.1%,18.8%,5.3%,-,16.7%,75.0%,58.3%,12.5%,-,0.0%
2023 Wimbledon R32,L vs Sinner,51.0%,38.0%,5.1%,2/3,2.20,3.0%,51.0%,32.0%,4.1%,2.45,6.9%,61.0%,44.0%,7.3%,2.01,0.0%
2023 Estoril SF,L vs Ruud,68.9%,33.9%,1.1%,1/0,2.07,28.6%,70.2%,30.0%,0.0%,1.80,61.9%,71.0%,40.9%,3.2%,2.29,3.6%
2023 Miami R16,L vs Medvedev,64.2%,32.4%,5.7%,1/2,2.37,5.0%,66.7%,26.9%,7.7%,2.38,8.0%,72.7%,50.0%,0.0%,2.33,0.0%
2023 Miami R64,W vs De Minaur,76.2%,40.9%,2.5%,1/2,2.30,10.2%,79.5%,31.8%,1.2%,2.29,19.6%,73.0%,63.0%,5.4%,2.32,0.0%
2023 Australian Open R128,L vs Tsitsipas,53.7%,41.2%,5.3%,3/2,2.05,30.9%,44.3%,37.0%,1.6%,1.94,51.6%,85.7%,45.8%,14.3%,2.19,4.2%
2023 Adelaide R16,L vs Djokovic,67.1%,27.5%,2.6%,1/1,2.15,9.1%,64.0%,18.8%,0.0%,2.02,20.0%,86.4%,42.1%,9.1%,2.25,0.0%
2022 Stockholm R32,L vs Ymer,84.0%,41.8%,3.2%,2/1,2.32,22.7%,83.6%,44.6%,3.0%,2.21,17.8%,88.5%,34.8%,3.8%,2.48,30.0%
2022 Ismaning CH F,W vs Rehberg,51.9%,28.6%,1.9%,0/1,2.55,5.0%,54.8%,17.6%,0.0%,1.83,16.7%,55.0%,45.5%,5.0%,2.86,0.0%
2017 Anning CH F,L vs Tipsarevic,67.0%,39.1%,2.9%,2/1,2.33,7.1%,62.1%,31.7%,0.0%,2.69,10.0%,80.0%,50.0%,8.6%,2.00,4.5%
2015 Tiburon CH SF,L vs Smyczek,86.7%,30.8%,2.2%,1/0,1.86,5.9%,90.0%,25.9%,3.3%,1.68,12.5%,85.7%,41.7%,0.0%,2.03,0.0%
Career (17 matches),,63.2%,36.8%,3.9%,56.3%,2.22,14.6%,61.3%,31.0%,2.5%,2.19,24.1%,74.3%,46.1%,7.3%,2.25,5.0%
