Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Brisbane R16,L vs Nakashima,37.5%,48.2%,38.7%,42.3%,48.6%,57.1%,38.9%,56.3%,52.6%,37.5%,20.0%,23.5%,41.2%,38.5%,91
2025 Halle R16,L vs Medvedev,35.0%,50.0%,39.5%,42.0%,52.8%,69.4%,47.1%,64.4%,55.6%,38.9%,0.0%,8.7%,21.7%,33.3%,-26
2025 Stuttgart R16,L vs Fritz,40.6%,56.3%,58.8%,46.1%,58.8%,79.4%,64.3%,69.1%,58.8%,58.8%,0.0%,23.1%,34.6%,55.0%,102
2025 Indian Wells R64,L vs Alcaraz,24.5%,40.8%,54.1%,32.2%,35.5%,48.4%,60.0%,47.7%,61.1%,46.2%,100.0%,5.6%,27.8%,47.1%,-79
2024 Gstaad F,L vs Berrettini,34.9%,39.5%,25.9%,37.4%,50.0%,55.0%,40.0%,55.5%,53.8%,42.9%,100.0%,22.7%,27.3%,17.6%,-13
2024 Gstaad SF,W vs Struff,46.3%,59.7%,56.3%,51.6%,56.8%,73.0%,68.8%,66.5%,56.3%,47.6%,33.3%,38.5%,50.0%,43.8%,123
2023 Shanghai R64,L vs Rublev,41.5%,55.4%,42.4%,47.1%,57.1%,71.4%,50.0%,65.7%,38.9%,41.7%,50.0%,16.7%,33.3%,33.3%,25
2023 Wimbledon R32,L vs Sinner,34.8%,42.6%,47.0%,39.0%,52.5%,60.7%,48.3%,60.5%,60.6%,39.3%,66.7%,17.8%,26.7%,45.9%,45
2023 Estoril SF,L vs Ruud,36.8%,56.3%,64.0%,46.4%,54.2%,79.2%,77.3%,71.7%,41.7%,54.2%,50.0%,17.6%,32.4%,53.6%,51
2023 Miami R16,L vs Medvedev,31.1%,42.6%,36.6%,38.9%,39.5%,55.8%,42.3%,50.5%,100.0%,55.0%,100.0%,11.8%,11.8%,26.7%,4
2023 Miami R64,W vs De Minaur,29.0%,44.2%,54.5%,36.6%,40.3%,59.7%,65.2%,53.9%,72.2%,34.1%,0.0%,17.6%,29.4%,42.9%,44
2023 Australian Open R128,L vs Tsitsipas,32.2%,46.7%,49.1%,41.1%,45.6%,63.2%,64.5%,59.6%,48.1%,46.7%,75.0%,11.1%,22.2%,29.2%,-18
2023 Adelaide R16,L vs Djokovic,30.5%,45.1%,54.5%,38.2%,47.9%,66.7%,64.0%,61.0%,50.0%,41.7%,0.0%,6.3%,15.6%,46.7%,-53
2022 Stockholm R32,L vs Ymer,25.7%,39.4%,43.4%,35.4%,36.1%,55.6%,58.7%,50.8%,63.2%,41.2%,40.0%,6.3%,9.4%,20.0%,-59
2022 Ismaning CH F,W vs Rehberg,63.2%,73.7%,70.0%,66.8%,83.8%,91.9%,83.3%,89.5%,53.3%,36.4%,-,26.3%,42.1%,64.3%,-3
2017 Anning CH F,L vs Tipsarevic,43.0%,57.0%,51.1%,45.3%,56.0%,64.0%,50.0%,60.0%,65.0%,66.7%,-,28.1%,53.1%,52.2%,89
2015 Tiburon CH SF,L vs Smyczek,21.4%,30.4%,48.6%,26.3%,39.3%,50.0%,47.1%,48.9%,46.2%,40.0%,50.0%,5.3%,15.8%,50.0%,-77
Career (17 matches),,35.1%,48.3%,49.3%,41.5%,49.3%,64.6%,57.2%,60.3%,58.9%,45.1%,43.8%,17.0%,29.0%,41.3%,44
