Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Indian Wells R128,L vs Van De Zandschulp,4.2,4.0,4.3,44.1%,46.2%,50.0%,41.7%,53.3%,10.2%,6.0,6.7,-6.0,-7.1
2024 Brisbane R32,L vs Mpetshi Perricard,2.5,3.2,1.8,46.5%,46.9%,86.7%,0.0%,67.3%,11.5%,34.0,35.8,-4.0,-8.9
2023 Stuttgart R32,L vs Wu,2.3,1.7,2.7,42.4%,50.0%,60.0%,-,38.1%,16.7%,-0.5,-1.6,-7.0,-14.0
2022 US Open QF,L vs Khachanov,3.5,3.1,3.9,48.2%,45.5%,69.6%,45.8%,49.0%,11.8%,20.5,11.6,-4.0,-2.1
2022 US Open R16,W vs Medvedev,3.5,3.5,3.5,53.1%,50.9%,40.0%,52.6%,51.5%,16.0%,16.0,11.0,-2.5,-1.9
2022 US Open R32,W vs Wolf,3.4,3.0,3.9,57.1%,51.6%,30.0%,61.5%,50.7%,16.8%,3.0,3.4,1.0,1.1
2022 Cincinnati R64,W vs Davidovich Fokina,3.3,3.2,3.3,56.7%,50.0%,54.5%,57.1%,53.7%,9.9%,16.5,20.6,4.0,5.5
2022 Canada QF,L vs Hurkacz,2.8,2.5,3.1,45.6%,56.4%,33.3%,0.0%,51.3%,15.1%,22.5,28.8,-5.5,-7.4
2022 Canada R16,W vs De Minaur,4.5,3.6,5.2,62.7%,52.6%,60.0%,75.0%,52.1%,9.0%,7.0,8.8,8.5,12.1
2022 Canada R32,W vs Medvedev,3.5,2.6,4.3,53.8%,50.0%,50.0%,50.0%,47.6%,16.0%,-8.0,-9.4,3.5,3.5
2022 Canada R64,W vs Baez,4.6,3.8,5.5,56.1%,50.0%,40.9%,71.4%,57.8%,12.0%,0.5,0.4,-2.5,-2.6
2022 Washington F,W vs Nishioka,3.5,2.6,4.2,54.2%,61.5%,42.9%,66.7%,48.8%,8.2%,3.0,4.1,4.5,5.9
2022 Washington SF,W vs Ymer,3.6,2.8,4.4,59.8%,48.4%,40.0%,50.0%,52.1%,6.6%,-3.0,-3.7,-6.0,-7.1
2022 Washington R16,W vs Opelka,2.1,1.9,2.4,56.1%,60.0%,50.0%,100.0%,43.0%,13.3%,3.5,13.5,2.0,5.1
2022 Washington R32,W vs Paul,3.0,3.1,2.9,53.3%,66.7%,66.7%,50.0%,47.3%,8.8%,12.5,22.3,5.0,8.1
2022 Washington R64,W vs Giron,2.9,1.9,4.2,61.4%,56.3%,0.0%,100.0%,49.5%,7.7%,0.5,1.2,3.0,6.3
2022 Wimbledon F,L vs Djokovic,3.7,3.1,4.2,49.4%,36.2%,40.9%,47.4%,52.1%,15.3%,-5.5,-3.6,-11.0,-8.0
2022 Wimbledon QF,W vs Garin,3.4,3.0,3.8,61.2%,25.6%,44.4%,45.5%,51.3%,15.3%,2.0,1.6,-11.5,-10.4
2022 Stuttgart R32,W vs Lehecka,2.4,1.9,2.9,57.0%,56.3%,40.0%,0.0%,56.1%,8.0%,3.5,6.1,-2.5,-5.4
2022 Wimbledon R16,W vs Nakashima,3.3,3.2,3.4,50.8%,45.8%,57.1%,62.5%,49.3%,12.0%,14.0,8.6,-8.0,-4.9
Career (146 matches),,3.4,3.1,3.6,52.6%,48.4%,44.4%,46.5%,51.5%,12.8%,5.3,5.4,-0.4,-0.5
