Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-16),835,30,,,,,,,,,,,,
2025,671,50,,,,,,,,,,,,
2022,22,1870,5,2038,8,1965,29,1796,3,1899,,,,
2021,93,793,86,1713,69,1701,,,59,1646,,,,
2020,45,1170,,,,,,,,,,,,
2019,30,1395,16,1903,14,1871,42,1762,18,1769,238,250,86,1637
2018,35,1125,16,1935,17,1881,23,1833,15,1822,139,545,55,1708
2017,21,2010,11,2014,9,1978,16,1879,,,75,1170,23,1804
2016,13,2460,10,2039,9,1986,11,1961,10,1869,231,315,,
2015,30,1260,28,1873,33,1789,32,1805,31,1743,167,450,116,1526
2014,52,830,21,1909,39,1770,42,1775,15,1833,1207,17,,
2013,182,277,116,1654,102,1619,198,1488,,,483,112,,
2012,838,15,,,,,,,,,1222,12,,
