Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,226,145,81,64.2%,356-215,62.3%,3106-2744,53.1%,83-61,57.6%,216,89.0%,17.2%,18.8%,4.3%,65.2%,78.4%,52.9%,69.5%,33.4%,51.4%,1.10
Clay,51,29,22,56.9%,67-57,54.0%,640-624,50.6%,23-12,65.7%,46,84.9%,16.2%,13.3%,3.5%,66.2%,74.6%,52.3%,67.0%,33.0%,50.2%,1.00
Grass,57,37,20,64.9%,103-70,59.5%,965-875,52.4%,30-26,53.6%,52,90.4%,13.6%,19.6%,4.1%,68.2%,76.9%,55.5%,70.1%,31.2%,50.7%,1.04
Grand Slams,88,56,32,63.6%,183-129,58.7%,1675-1558,51.8%,50-33,60.2%,86,87.3%,15.8%,17.7%,3.8%,67.4%,75.9%,53.0%,68.5%,32.8%,50.6%,1.04
Masters,91,54,37,59.3%,122-81,60.1%,1099-985,52.7%,29-26,52.7%,89,88.2%,16.9%,16.1%,4.4%,64.2%,76.9%,52.7%,68.2%,32.9%,50.9%,1.04
Other Tours,139,90,49,64.7%,192-116,62.3%,1688-1491,53.1%,51-34,60.0%,129,90.4%,16.1%,19.7%,4.5%,65.5%,79.4%,53.9%,70.6%,32.6%,51.5%,1.11
Best of 5,98,63,35,64.3%,206-140,59.5%,1867-1717,52.1%,55-37,59.8%,93,87.6%,16.3%,17.9%,3.7%,67.3%,76.3%,53.1%,68.7%,33.2%,50.9%,1.06
Best of 3,236,148,88,62.7%,320-202,61.3%,2844-2526,53.0%,81-62,56.6%,221,89.5%,16.4%,18.3%,4.5%,65.0%,78.4%,53.3%,69.7%,32.7%,51.3%,1.08
Finals,11,7,4,63.6%,15-10,60.0%,129-126,50.6%,5-1,83.3%,11,89.4%,11.0%,22.3%,5.6%,65.2%,77.7%,52.0%,68.8%,31.7%,50.2%,1.02
Semi-finals,24,11,13,45.8%,25-30,45.5%,292-302,49.2%,8-11,42.1%,23,86.9%,11.4%,18.0%,3.7%,65.8%,77.0%,51.9%,68.4%,29.2%,49.0%,0.92
Quarter-finals,35,24,11,68.6%,53-26,67.1%,442-378,53.9%,13-9,59.1%,32,91.9%,15.8%,18.9%,3.9%,66.4%,78.8%,55.6%,71.0%,32.6%,51.9%,1.12
vs Righties,284,178,106,62.7%,446-290,60.6%,3998-3610,52.5%,122-83,59.5%,266,88.7%,16.3%,18.1%,4.1%,65.9%,77.7%,53.3%,69.4%,32.9%,51.1%,1.07
vs Lefties,49,32,17,65.3%,78-52,60.0%,701-631,52.6%,14-16,46.7%,48,88.5%,16.7%,18.6%,4.5%,66.0%,76.8%,52.9%,68.7%,33.3%,51.0%,1.06
vs Top 10,71,29,42,40.8%,79-109,42.0%,940-1038,47.5%,30-30,50.0%,63,85.2%,10.6%,16.2%,3.6%,66.6%,74.9%,50.3%,66.7%,29.2%,48.5%,0.88
