Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Indian Wells R128,L vs Van De Zandschulp,67.8%,45.0%,1.7%,0/1,2.00,17.5%,62.9%,45.5%,0.0%,2.05,35.0%,85.7%,44.4%,4.8%,1.95,0.0%
2024 Brisbane R32,L vs Mpetshi Perricard,34.2%,39.5%,0.9%,1/0,1.92,34.7%,27.4%,40.0%,0.0%,1.84,39.6%,58.1%,38.9%,3.2%,2.16,21.1%
2023 Stuttgart R32,L vs Wu,55.9%,44.7%,7.4%,2/3,2.25,5.0%,51.2%,45.5%,2.3%,2.00,7.7%,69.6%,43.8%,17.4%,2.71,0.0%
2022 US Open QF,L vs Khachanov,59.6%,43.4%,4.2%,2/5,2.29,29.1%,51.0%,44.0%,3.1%,2.46,44.2%,76.6%,42.9%,6.3%,2.03,5.9%
2022 US Open R16,W vs Medvedev,65.4%,55.4%,3.9%,4/1,-,28.1%,53.9%,48.8%,2.6%,-,36.6%,85.7%,61.9%,6.1%,-,13.0%
2022 US Open R32,W vs Wolf,67.5%,53.7%,5.0%,3/1,-,15.4%,64.8%,48.6%,5.6%,-,18.5%,76.0%,63.2%,4.0%,-,8.3%
2022 Cincinnati R64,W vs Davidovich Fokina,71.6%,58.5%,0.0%,0/0,-,22.7%,71.2%,59.5%,0.0%,-,30.0%,76.2%,56.3%,0.0%,-,7.1%
2022 Canada QF,L vs Hurkacz,60.6%,35.0%,10.1%,4/6,2.01,26.6%,47.5%,31.0%,9.8%,2.00,34.1%,86.1%,38.7%,11.1%,2.03,10.0%
2022 Canada R16,W vs De Minaur,80.4%,67.6%,2.2%,0/1,-,16.0%,80.0%,62.5%,0.0%,-,27.3%,86.7%,76.9%,6.7%,-,7.1%
2022 Canada R32,W vs Medvedev,60.6%,43.9%,0.0%,0/0,-,19.1%,55.0%,45.5%,0.0%,-,25.8%,82.8%,41.7%,0.0%,-,6.3%
2022 Canada R64,W vs Baez,73.1%,55.1%,0.0%,0/0,-,47.7%,66.7%,53.6%,0.0%,-,64.3%,91.3%,57.1%,0.0%,-,18.8%
2022 Washington F,W vs Nishioka,76.6%,51.0%,0.0%,0/0,-,32.0%,71.4%,40.0%,0.0%,-,50.0%,85.7%,62.5%,0.0%,-,20.0%
2022 Washington SF,W vs Ymer,70.8%,39.1%,0.0%,0/0,-,29.4%,73.8%,45.2%,0.0%,-,36.4%,75.0%,26.7%,0.0%,-,16.7%
2022 Washington R16,W vs Opelka,57.7%,40.0%,3.8%,2/0,-,13.6%,39.1%,22.2%,8.7%,-,20.0%,87.5%,47.6%,0.0%,-,0.0%
2022 Washington R32,W vs Paul,57.4%,60.0%,3.3%,1/1,-,27.6%,54.5%,62.5%,2.3%,-,38.1%,84.6%,54.5%,7.7%,-,0.0%
2022 Washington R64,W vs Giron,67.4%,62.1%,4.7%,2/0,-,31.8%,50.0%,77.8%,5.6%,-,36.4%,80.0%,55.0%,4.0%,-,27.3%
2022 Wimbledon F,L vs Djokovic,58.8%,32.9%,1.7%,1/1,-,34.8%,54.7%,31.7%,2.7%,-,42.2%,78.4%,34.5%,0.0%,-,19.0%
2022 Wimbledon QF,W vs Garin,68.2%,45.0%,5.7%,4/1,-,14.3%,69.8%,45.5%,7.9%,-,15.8%,80.0%,43.8%,0.0%,-,12.0%
2022 Stuttgart R32,W vs Lehecka,59.7%,45.0%,3.0%,1/1,1.98,73.1%,56.8%,40.0%,2.3%,2.08,76.9%,78.9%,53.3%,5.3%,1.88,69.2%
2022 Wimbledon R16,W vs Nakashima,60.8%,43.3%,2.0%,0/3,2.51,44.3%,57.6%,36.7%,0.0%,2.49,63.5%,78.8%,51.2%,5.8%,2.54,7.4%
Career (146 matches),,63.4%,44.4%,3.4%,51.8%,2.15,26.2%,57.9%,40.5%,3.0%,2.10,34.9%,80.8%,49.4%,4.7%,2.21,13.8%
