Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,29,17,12,58.6%,33,19,14,57.6%,2012,2025,QF,29,1.03,17.2%,3.3%,67.7%,77.4%,52.0%,69.1%,31.9%,67.2%,39.0%
Roland Garros,5,Clay,11,6,5,54.5%,8,6,2,75.0%,2013,2017,R32,10,0.96,9.8%,4.1%,66.1%,71.3%,52.5%,64.9%,33.8%,61.0%,30.3%
Wimbledon,8,Grass,29,21,8,72.4%,31,17,14,54.8%,2014,2022,F,28,1.04,19.0%,3.4%,69.3%,75.5%,54.5%,69.0%,32.1%,68.3%,40.7%
US Open,9,Hard,24,15,9,62.5%,13,9,4,69.2%,2013,2022,QF,24,1.07,18.7%,4.7%,63.4%,76.3%,51.6%,67.3%,35.1%,64.7%,36.5%
Davis Cup,7,,16,11,5,68.8%,12,6,6,50.0%,2013,2019,,10,1.36,22.3%,3.3%,66.6%,81.9%,53.9%,72.5%,37.3%,64.1%,33.3%
Brisbane,4,Hard,9,5,4,55.6%,9,5,4,55.6%,2012,2026,W,9,1.01,21.3%,3.1%,67.5%,82.1%,54.1%,73.0%,27.1%,57.7%,29.4%
Miami Masters,6,Hard,22,16,6,72.7%,12,6,6,50.0%,2016,2025,SF,22,1.12,15.8%,3.8%,65.6%,76.2%,54.3%,68.6%,35.2%,64.5%,46.4%
Indian Wells Masters,6,Hard,14,8,6,57.1%,6,1,5,16.7%,2015,2025,QF,12,1.11,14.0%,3.1%,62.8%,78.3%,52.6%,68.8%,34.6%,71.9%,36.9%
Stuttgart,4,Grass,9,5,4,55.6%,6,3,3,50.0%,2018,2023,SF,9,0.99,22.1%,6.0%,66.5%,79.2%,55.6%,71.3%,28.3%,52.4%,40.9%
Tokyo,4,Hard,13,10,3,76.9%,4,1,3,25.0%,2015,2022,W,11,1.32,20.8%,4.1%,65.8%,79.6%,54.2%,71.0%,38.2%,80.0%,36.1%
Cincinnati Masters,6,Hard,16,10,6,62.5%,13,8,5,61.5%,2015,2022,F,16,1.01,20.0%,6.2%,61.7%,80.2%,52.9%,69.8%,30.5%,66.7%,36.4%
