Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,5,4,1,80.0%,2005,2017,R32,13,0.97,3.6%,8.0%,56.5%,65.3%,45.9%,56.8%,41.7%,54.1%,46.9%
Roland Garros,9,Clay,17,8,9,47.1%,2,1,1,50.0%,2005,2016,R32,12,0.94,5.0%,6.1%,57.7%,66.2%,43.0%,56.4%,40.8%,57.1%,40.6%
Wimbledon,7,Grass,13,6,7,46.2%,6,1,5,16.7%,2006,2016,QF,8,1.02,9.3%,5.6%,58.6%,70.4%,50.4%,62.1%,38.7%,68.8%,45.5%
US Open,7,Hard,13,6,7,46.2%,5,3,2,60.0%,2006,2016,R64,11,0.97,8.1%,6.4%,51.3%,66.3%,52.3%,59.5%,39.4%,53.4%,44.3%
Fed Cup,7,,21,10,11,47.6%,3,0,3,0.0%,2004,2017,,2,0.80,7.6%,4.3%,62.7%,62.1%,44.9%,55.7%,35.3%,64.0%,35.3%
s Hertogenbosch,5,Grass,8,3,5,37.5%,3,0,3,0.0%,2003,2024,QF,3,1.01,7.8%,4.1%,62.1%,70.9%,48.9%,62.6%,37.9%,55.6%,56.3%
Quebec City,3,Hard,6,3,3,50.0%,2,1,1,50.0%,2010,2018,SF,6,1.08,8.4%,7.1%,54.5%,75.0%,50.0%,63.6%,39.2%,42.9%,39.1%
's Hertogenbosch,2,Grass,4,2,2,50.0%,3,1,2,33.3%,2013,2015,R16,4,0.86,15.0%,6.5%,62.5%,73.7%,43.0%,62.2%,32.7%,58.3%,55.0%
Prague,4,Clay,5,1,4,20.0%,1,0,1,0.0%,2005,2015,R32,2,0.84,6.1%,5.5%,62.0%,65.3%,40.3%,55.8%,37.1%,52.6%,50.0%
Brisbane,3,Hard,4,1,3,25.0%,3,1,2,33.3%,2010,2015,Q2,2,0.89,9.1%,8.1%,62.9%,74.4%,42.0%,62.4%,33.7%,50.0%,12.5%
Miami,7,Hard,16,9,7,56.3%,4,4,0,100.0%,2006,2014,R32,14,0.99,3.9%,10.3%,55.0%,66.6%,42.0%,55.5%,43.9%,58.0%,48.2%
