Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2017 Fed Cup RR,L vs Sasnovich,43% (6/14),50% (3/6),2/5,54% (7/13),29% (2/7),3/3,1/1,1/1,0/0,1/1
2017 Fed Cup RR,L vs Sabalenka,36% (4/11),75% (3/4),1/4,73% (8/11),50% (4/8),2/3,0/0,2/2,0/0,0/0
2016 Waco TX $50K R32,L vs Crawford,55% (6/11),50% (3/6),1/3,55% (6/11),33% (2/6),2/3,0/0,2/3,0/0,2/2
2016 Macon GA $50K R32,L vs Crawford,42% (5/12),40% (2/5),1/2,58% (7/12),57% (4/7),2/2,0/1,2/3,0/0,1/1
2016 Las Vegas NV $50K R16,L vs Vickery,46% (6/13),83% (5/6),0/4,54% (7/13),14% (1/7),3/5,1/1,0/2,0/0,0/1
2016 Las Vegas NV $50K R32,W vs Hibi,75% (6/8),83% (5/6),1/2,33% (3/9),33% (1/3),4/5,2/3,0/0,1/2,0/0
2016 Albuquerque NM $75K QF,L vs Van Uytvanck,22% (2/9),0% (0/2),0/1,33% (3/9),0% (0/3),0/0,0/0,0/2,0/0,0/1
2016 Albuquerque NM $75K R16,W vs Zarazua,63% (5/8),80% (4/5),1/1,11% (1/9),0% (0/1),2/3,1/1,0/0,1/1,0/0
2016 Albuquerque NM $75K R32,W vs Arconada,86% (6/7),83% (5/6),0/1,38% (3/8),67% (2/3),4/5,2/3,0/0,1/1,0/0
2016 Atlanta GA $50K QF,L vs Ahn,33% (4/12),75% (3/4),1/3,54% (7/13),43% (3/7),2/3,1/1,1/2,0/0,0/1
2016 Atlanta GA $50K R16,W vs Simmonds,50% (4/8),100% (4/4),0/1,33% (3/9),67% (2/3),4/4,2/2,0/0,1/1,0/0
2016 Atlanta GA $50K R32,W vs Chang,78% (7/9),71% (5/7),2/2,44% (4/9),50% (2/4),3/5,2/2,0/0,1/1,0/0
2016 Lexington KY $50K F,W vs Rodionova,64% (7/11),86% (6/7),1/3,36% (4/11),25% (1/4),4/4,0/0,1/1,0/0,0/0
2016 Lexington KY $50K QF,W vs Sharipova,33% (5/15),80% (4/5),1/6,63% (10/16),30% (3/10),2/4,0/1,3/4,0/1,1/1
2016 Lexington KY $50K R16,W vs Rogowska,71% (5/7),100% (5/5),0/0,29% (2/7),100% (2/2),4/4,1/1,0/0,0/0,0/0
2016 Lexington KY $50K R32,W vs Dolehide,36% (5/14),80% (4/5),0/0,21% (3/14),67% (2/3),4/4,2/2,1/2,1/1,0/0
2016 Sacramento CA $50K R32,W vs Santamaria,75% (12/16),75% (9/12),4/6,50% (8/16),13% (1/8),3/9,1/5,0/0,1/2,0/0
2016 Imola $25K F,L vs Kudermetova,33% (3/9),0% (0/3),0/3,44% (4/9),25% (1/4),0/0,0/0,2/2,0/0,1/1
2016 Imola $25K SF,W vs Paolini,67% (6/9),67% (4/6),0/1,11% (1/9),0% (0/1),3/4,2/2,0/0,1/1,0/0
2016 Imola $25K QF,W vs Dentoni,78% (7/9),57% (4/7),0/0,0% (0/8),- (0/0),2/2,0/0,0/0,0/0,0/0
2017 (2 matches),,40.0%,60.0%,33.3%,62.5%,40.0%,83.3%,100.0%,100.0%,-,100.0%
2016 (20 matches),,55.2%,73.0%,33.3%,38.2%,38.0%,76.0%,72.4%,57.1%,76.9%,62.5%
2015 (15 matches),,46.3%,80.3%,52.0%,28.1%,42.6%,84.6%,88.2%,83.3%,90.0%,66.7%
2014 (6 matches),,33.8%,83.3%,16.7%,25.4%,33.3%,81.3%,75.0%,100.0%,100.0%,-
2013 (13 matches),,42.7%,78.6%,23.7%,42.0%,21.8%,71.4%,75.0%,54.5%,60.0%,71.4%
Career (73 matches),,43.9%,73.5%,25.7%,37.5%,28.0%,77.0%,76.9%,60.3%,78.8%,61.5%
