Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
Current (2025-03-03),1213,8,,,,,,,,,823,52,,
2024,1134,11,,,,,,,,,834,52
2019,,,,,,,,,,,593,75
2018,514,43,,,,,,,,,163,414
2017,767,21,,,,,,,,,184,403
2016,270,171,,,,,,,,,89,937
2015,178,291,,,,,,,,,23,2590
2014,273,158,171,1562,160,1529,,,121,1514,25,2500
2013,282,187,144,1616,130,1588,,,100,1539,114,673
2012,167,391,103,1698,100,1660,116,1606,,,195,343
2011,93,702,95,1710,80,1684,105,1613,75,1596,69,1208
2010,145,454,115,1670,115,1617,98,1625,80,1599,77,1002
2009,128,477,92,1717,84,1676,123,1576,66,1617,,
2008,203,143,115,1669,103,1630,132,1561,53,1636,,
2007,33,864,49,1820,49,1745,61,1690,26,1736,,
2006,35,542,38,1863,33,1814,41,1744,20,1754,,
2005,63,541,25,1928,24,1862,48,1752,29,1728,,
2004,244,118,114,1685,92,1658,139,1562,,,,
