Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2017,2,0,2,0.0%,1-4,20.0%,21-29,42.0%,0-1,0.0%,2,62.5%,24.0%,7.6%,4.3%,62.7%,62.1%,44.9%,55.7%,35.3%,46.4%,0.80,
2015,2,1,1,50.0%,3-2,60.0%,26-27,49.1%,1-0,100.0%,2,80.8%,15.4%,22.4%,3.0%,67.9%,75.0%,47.2%,66.1%,22.3%,46.8%,0.66,R16 ('s Hertogenbosch)
2014,2,1,1,50.0%,2-3,40.0%,28-24,53.8%,0-2,0.0%,2,-,-,10.0%,2.5%,62.5%,74.0%,55.0%,66.9%,37.7%,52.4%,1.14,R16 (s Hertogenbosch)
2013,5,1,4,20.0%,4-8,33.3%,48-64,42.9%,0-2,0.0%,5,-,-,7.5%,10.3%,51.4%,67.3%,39.7%,53.9%,38.3%,46.6%,0.83,R16 ('s Hertogenbosch)
2012,19,7,12,36.8%,18-27,40.0%,196-237,45.3%,5-2,71.4%,16,-,-,7.4%,9.2%,53.3%,68.7%,46.0%,58.1%,39.5%,48.7%,0.94,QF (2x)
2011,19,12,7,63.2%,27-17,61.4%,219-184,54.3%,3-1,75.0%,14,-,-,9.4%,6.3%,53.4%,76.2%,48.8%,63.4%,38.9%,50.9%,1.06,SF (2x)
2010,7,2,5,28.6%,5-11,31.3%,61-81,43.0%,1-0,100.0%,7,-,-,6.2%,8.4%,61.0%,62.2%,38.1%,52.8%,41.8%,47.2%,0.89,R16 (Memphis)
2009,11,4,7,36.4%,11-16,40.7%,117-137,46.1%,3-0,100.0%,11,-,-,3.5%,7.5%,59.4%,66.0%,48.8%,59.0%,38.3%,48.9%,0.94,QF (Memphis)
2008,16,3,13,18.8%,10-27,27.0%,146-195,42.8%,2-2,50.0%,16,-,-,5.1%,7.0%,60.5%,60.6%,45.2%,54.5%,37.8%,46.4%,0.83,QF ('s-Hertogenbosch)
2007,49,22,27,44.9%,52-60,46.4%,551-527,51.1%,3-13,18.8%,39,-,-,6.0%,6.9%,60.0%,68.6%,44.6%,59.0%,43.4%,51.2%,1.06,QF (2x)
2006,45,28,17,62.2%,53-43,55.2%,468-426,52.3%,4-7,36.4%,17,-,-,5.8%,6.2%,60.8%,64.1%,46.2%,57.1%,37.6%,47.9%,0.88,W (2x)
2005,26,17,9,65.4%,38-23,62.3%,313-243,56.3%,2-3,40.0%,5,-,-,5.9%,6.4%,56.6%,66.8%,43.8%,56.8%,42.1%,49.7%,0.98,W (Tashkent)
2004,4,1,3,25.0%,3-6,33.3%,32-49,39.5%,1-0,100.0%,0,,,,,,,,,,,,
2003,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (s Hertogenbosch)
Career,208,99,109,47.6%,227-249,47.7%,2230-2235,49.9%,25-33,43.1%,136,72.0%,19.6%,6.6%,7.1%,58.4%,67.3%,45.5%,58.2%,40.0%,49.2%,0.96,
