Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,114,55,59,48.2%,129-134,49.0%,1225-1231,49.9%,17-15,53.1%,80,62.5%,24.0%,6.1%,7.3%,57.6%,65.9%,45.5%,57.2%,41.0%,49.3%,0.96
Clay,56,25,31,44.6%,57-74,43.5%,593-616,49.0%,3-8,27.3%,30,-,-,4.8%,7.6%,59.4%,66.6%,41.9%,56.5%,40.0%,48.1%,0.92
Grass,37,19,18,51.4%,41-39,51.2%,403-375,51.8%,5-10,33.3%,26,80.8%,15.4%,10.1%,5.8%,59.8%,72.3%,49.5%,63.1%,36.9%,50.3%,1.00
Carpet,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,0,,,,,,,,,,,
Grand Slams,30,12,18,40.0%,26-39,40.0%,280-317,46.9%,4-5,44.4%,29,-,-,6.4%,7.3%,56.0%,66.6%,45.3%,57.2%,39.9%,48.8%,0.93
Premiers,52,18,34,34.6%,45-74,37.8%,532-604,46.8%,5-12,29.4%,46,-,-,4.7%,7.1%,61.0%,64.7%,43.3%,56.4%,41.6%,49.0%,0.95
Internationals,95,55,40,57.9%,122-98,55.5%,1091-986,52.5%,15-13,53.6%,51,80.8%,15.4%,8.8%,6.4%,58.0%,70.9%,47.9%,61.3%,38.6%,50.0%,1.00
Finals,3,3,0,100.0%,6-1,85.7%,40-19,67.8%,0-0,-,0,,,,,,,,,,,
Semi-finals,9,3,6,33.3%,7-13,35.0%,87-104,45.5%,1-1,50.0%,2,-,-,3.5%,7.1%,50.4%,57.9%,46.4%,52.2%,35.8%,43.8%,0.75
Quarter-finals,17,9,8,52.9%,20-14,58.8%,159-144,52.5%,2-0,100.0%,9,-,-,6.6%,7.4%,58.5%,65.8%,47.8%,58.4%,36.3%,47.4%,0.87
vs Righties,188,91,97,48.4%,207-223,48.1%,2024-2015,50.1%,22-31,41.5%,125,72.0%,19.6%,6.8%,7.1%,58.3%,67.3%,45.8%,58.4%,40.0%,49.3%,0.96
vs Lefties,18,7,11,38.9%,18-24,42.9%,187-207,47.5%,3-2,60.0%,10,-,-,4.7%,6.9%,59.8%,66.8%,43.4%,57.4%,39.0%,48.4%,0.92
vs Top 10,16,3,13,18.8%,9-28,24.3%,135-211,39.0%,3-3,50.0%,14,-,-,4.8%,9.0%,56.0%,61.9%,39.9%,52.2%,38.6%,45.7%,0.81
