Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2022 Seoul R32,L vs Daniel,54% (7/13),25% (1/4),0/0,0/0,40% (2/5),1/3,0/1,- (0/0),- (0/0)
2020 Roland Garros R128,L vs Sonego,71% (15/21),33% (4/12),2/5,0/0,47% (8/17),1/4,0/1,75% (9/12),46% (6/13)
2020 Columbus CH R16,L vs Vukic,75% (15/20),60% (3/5),1/2,0/0,75% (3/4),1/3,1/2,50% (6/12),31% (4/13)
2019 Braga CH R32,W vs Cuevas,67% (10/15),43% (3/7),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Savannah CH R32,L vs Gonzalez,67% (2/3),33% (1/3),0/0,0/0,29% (2/7),1/3,1/2,- (0/0),- (0/0)
2019 Tallahassee CH F,W vs Paul,70% (7/10),83% (5/6),2/2,1/1,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 Tallahassee CH SF,W vs Moutet,62% (8/13),67% (4/6),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 Tallahassee CH QF,W vs Serdarusic,81% (13/16),36% (5/14),2/4,1/3,88% (7/8),2/3,0/0,83% (5/6),0% (0/6)
2019 Tallahassee CH R16,W vs Polmans,100% (9/9),43% (3/7),2/3,1/1,100% (4/4),0/0,0/0,- (0/0),- (0/0)
2019 Tallahassee CH R32,W vs Moraing,90% (9/10),67% (4/6),2/2,1/1,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Tallahassee CH R64,W vs Novikov,73% (8/11),40% (4/10),2/5,1/2,90% (9/10),0/0,0/0,- (0/0),- (0/0)
2019 Sarasota CH R32,L vs Lorenzi,73% (8/11),50% (2/4),0/0,0/0,0% (0/3),2/4,2/3,50% (3/6),33% (2/6)
2019 Sarasota CH R64,W vs Zhurbin,53% (9/17),60% (3/5),2/4,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Monterrey CH F,L vs Bublik,50% (5/10),0% (0/2),0/0,0/0,25% (1/4),0/2,0/1,- (0/0),- (0/0)
2019 Monterrey CH SF,W vs Young,58% (11/19),50% (3/6),2/4,1/2,73% (8/11),0/1,0/0,- (0/0),- (0/0)
2019 Monterrey CH QF,W vs Polansky,53% (8/15),50% (4/8),2/7,1/2,50% (2/4),0/0,0/0,67% (4/6),50% (3/6)
2019 Monterrey CH R16,W vs Pavic,60% (6/10),86% (6/7),2/3,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 Monterrey CH R32,W vs Ruud,100% (9/9),100% (3/3),2/2,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Monterrey CH R64,W vs Collarini,73% (8/11),83% (5/6),2/2,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2019 Santiago CH R32,L vs Moroni,42% (10/24),25% (2/8),1/4,0/0,20% (1/5),5/7,5/6,70% (7/10),40% (4/10)
2022 (1 matches),,53.8%,25.0%,-,-,40.0%,33.3%,0.0%,-,-
2020 (2 matches),,73.2%,41.2%,42.9%,-,52.4%,28.6%,33.3%,62.5%,38.5%
2019 (35 matches),,65.9%,49.2%,51.4%,55.6%,69.4%,49.0%,47.4%,58.5%,41.5%
2018 (12 matches),,55.0%,46.2%,50.0%,57.1%,59.0%,41.4%,27.3%,54.3%,37.1%
2017 (8 matches),,53.3%,44.7%,75.0%,100.0%,63.7%,50.0%,58.8%,42.9%,7.1%
Career (93 matches),,61.9%,43.5%,48.2%,53.6%,61.4%,45.0%,46.7%,56.9%,35.7%
