Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,35,13,22,37.1%,35-54,39.3%,411-475,46.4%,9-9,50.0%,27,73.1%,15.9%,4.9%,2.9%,61.6%,69.7%,46.4%,60.8%,33.4%,47.5%,0.85
Clay,19,10,9,52.6%,31-27,53.4%,272-250,52.1%,4-3,57.1%,10,67.4%,29.4%,3.7%,5.0%,61.4%,68.6%,42.2%,58.4%,39.6%,49.2%,0.95
Grand Slams,2,0,2,0.0%,2-6,25.0%,27-48,36.0%,2-0,100.0%,2,55.6%,13.5%,0.9%,3.9%,66.1%,57.9%,44.9%,53.5%,33.3%,43.4%,0.72
Masters,4,1,3,25.0%,4-6,40.0%,43-53,44.8%,2-0,100.0%,4,73.9%,14.6%,6.4%,2.9%,58.3%,70.9%,48.5%,61.5%,34.4%,48.3%,0.90
Other Tours,20,6,14,30.0%,15-31,32.6%,197-257,43.4%,3-6,33.3%,20,69.5%,18.2%,4.3%,3.6%,60.3%,69.6%,43.0%,59.0%,34.2%,46.9%,0.83
Best of 5,17,9,8,52.9%,31-30,50.8%,296-285,50.9%,7-4,63.6%,7,75.2%,23.9%,4.3%,3.8%,64.7%,68.6%,47.7%,61.2%,36.2%,49.2%,0.93
Best of 3,37,14,23,37.8%,35-51,40.7%,387-440,46.8%,6-8,42.9%,30,69.8%,18.4%,4.6%,3.4%,60.3%,69.7%,44.2%,59.6%,34.9%,47.5%,0.86
Quarter-finals,1,0,1,0.0%,0-2,0.0%,11-14,44.0%,0-1,0.0%,1,91.7%,0.0%,15.2%,3.8%,65.8%,88.5%,44.4%,73.4%,16.9%,46.7%,0.64
vs Righties,43,17,26,39.5%,47-67,41.2%,522-587,47.1%,9-10,47.4%,29,71.5%,18.5%,4.5%,3.3%,61.6%,68.7%,45.8%,59.9%,34.7%,47.6%,0.86
vs Lefties,10,5,5,50.0%,16-14,53.3%,143-138,50.9%,4-2,66.7%,7,68.4%,18.2%,4.8%,4.1%,61.3%,70.6%,42.4%,59.7%,34.4%,47.3%,0.85
vs Top 10,3,0,3,0.0%,0-7,0.0%,19-42,31.1%,0-0,-,2,50.0%,5.9%,1.0%,1.0%,55.3%,57.9%,43.5%,51.5%,31.5%,41.2%,0.65
