Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,50.0%,18.2%,0.0%,4.2%,65.3%,61.7%,36.0%,52.8%,32.7%,44.4%,0.69,
2023,12,5,7,41.7%,11-18,37.9%,124-155,44.4%,3-3,50.0%,10,68.2%,17.0%,5.1%,4.3%,60.2%,72.2%,41.1%,59.8%,33.6%,46.8%,0.84,QF (Dallas)
2022,7,2,5,28.6%,6-12,33.3%,75-96,43.9%,1-1,50.0%,5,61.7%,11.3%,3.5%,3.0%,60.4%,62.9%,48.3%,57.1%,32.6%,44.6%,0.76,
2021,7,2,5,28.6%,6-10,37.5%,63-79,44.4%,0-1,0.0%,7,68.1%,20.8%,4.6%,3.1%,59.8%,66.8%,45.1%,58.1%,36.4%,47.5%,0.87,R16 (Los Cabos)
2020,4,1,3,25.0%,4-7,36.4%,49-66,42.6%,3-1,75.0%,4,65.5%,17.9%,3.7%,2.1%,62.2%,64.5%,45.1%,57.2%,35.3%,46.7%,0.83,
2019,1,1,0,100.0%,2-0,100.0%,12-1,92.3%,0-0,-,0,,,,,,,,,,,,
2017,3,1,2,33.3%,6-7,46.2%,64-65,49.6%,1-2,33.3%,3,76.2%,22.2%,5.8%,5.8%,59.6%,72.7%,45.8%,61.8%,36.0%,49.3%,0.94,
2016,5,3,2,60.0%,10-6,62.5%,89-62,58.9%,2-1,66.7%,5,86.5%,31.1%,4.9%,2.1%,65.6%,74.5%,48.6%,65.6%,37.9%,52.9%,1.10,
2015,3,2,1,66.7%,5-3,62.5%,43-37,53.8%,1-1,50.0%,0,,,,,,,,,,,,
2014,4,3,1,75.0%,8-4,66.7%,61-45,57.5%,1-1,50.0%,0,,,,,,,,,,,,
2013,5,2,3,40.0%,5-9,35.7%,65-78,45.5%,1-1,50.0%,2,85.0%,19.0%,3.7%,3.7%,64.2%,68.6%,50.0%,61.9%,38.6%,50.0%,1.01,R16 (Bogota)
2012,1,1,0,100.0%,3-1,75.0%,23-16,59.0%,0-0,-,0,,,,,,,,,,,,
2010,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,0,,,,,,,,,,,,
Career,54,23,31,42.6%,66-81,44.9%,683-725,48.5%,13-12,52.0%,37,71.4%,20.0%,4.6%,3.5%,61.5%,69.4%,45.1%,60.1%,35.3%,48.0%,0.88,
