Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,4,0,4,0.0%,1-8,11.1%,41-57,41.8%,0-2,0.0%,4,57.1%,27.7%,2.8%,5.9%,60.9%,59.5%,41.3%,52.4%,39.0%,46.1%,0.82,R32 (4x)
2023,24,9,15,37.5%,22-32,40.7%,248-287,46.4%,6-4,60.0%,24,73.5%,18.4%,5.1%,5.3%,58.9%,68.9%,46.5%,59.7%,34.5%,47.8%,0.85,SF (Cleveland)
2022,53,38,15,71.7%,81-40,66.9%,635-529,54.6%,11-4,73.3%,53,77.2%,30.8%,4.9%,4.6%,60.1%,70.2%,48.7%,61.6%,41.5%,51.7%,1.08,W (2x)
2021,41,23,18,56.1%,52-45,53.6%,475-455,51.1%,12-6,66.7%,41,75.3%,26.5%,5.1%,3.8%,60.3%,69.0%,51.4%,62.0%,40.3%,50.8%,1.06,W (Salinas 2)
2020,15,5,10,33.3%,15-22,40.5%,190-205,48.1%,6-5,54.5%,15,78.1%,17.7%,4.9%,4.3%,60.0%,71.1%,49.6%,62.5%,34.7%,48.4%,0.93,SF (Dallas)
2019,61,38,23,62.3%,85-57,59.9%,731-631,53.7%,11-11,50.0%,61,78.8%,29.0%,5.1%,4.6%,60.0%,71.4%,51.0%,63.2%,40.6%,51.7%,1.10,W (Tallahassee)
2018,14,4,10,28.6%,11-21,34.4%,134-167,44.5%,1-3,25.0%,14,71.7%,19.1%,2.4%,3.9%,64.2%,64.5%,46.3%,57.9%,35.4%,47.1%,0.84,R16 (4x)
2017,14,4,10,28.6%,12-20,37.5%,136-170,44.4%,2-3,40.0%,14,72.2%,16.7%,2.5%,5.9%,59.0%,66.3%,46.8%,58.3%,31.8%,46.3%,0.76,QF (Cuernavaca)
2016,33,11,22,33.3%,29-43,40.3%,327-372,46.8%,6-5,54.5%,33,69.4%,23.9%,4.1%,5.0%,60.0%,65.8%,47.2%,58.4%,38.2%,48.3%,0.92,SF (Moscow)
2015,16,8,8,50.0%,20-19,51.3%,179-192,48.2%,3-2,60.0%,16,67.9%,28.0%,4.4%,6.1%,57.2%,67.6%,45.8%,58.3%,39.7%,49.0%,0.95,QF (3x)
2014,28,13,15,46.4%,31-37,45.6%,321-333,49.1%,5-5,50.0%,28,73.0%,24.5%,5.4%,4.3%,57.9%,66.7%,52.3%,60.7%,38.2%,49.6%,0.97,SF (2x)
2013,16,9,7,56.3%,19-18,51.4%,186-174,51.7%,4-3,57.1%,16,75.8%,26.9%,3.9%,4.6%,55.7%,68.2%,51.3%,60.7%,39.2%,50.1%,1.00,SF (Rio de Janeiro)
2012,3,1,2,33.3%,2-4,33.3%,25-32,43.9%,0-1,0.0%,3,69.0%,18.5%,2.6%,2.6%,64.2%,64.8%,45.6%,57.9%,33.1%,46.8%,0.79,R16 (Guayaquil)
2011,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,37.5%,12.5%,0.0%,4.3%,50.0%,52.2%,39.1%,45.7%,22.0%,34.5%,0.40,R32 (Manta)
2010,5,1,4,20.0%,2-8,20.0%,43-61,41.3%,1-1,50.0%,5,70.6%,11.8%,3.0%,5.3%,52.6%,64.7%,50.9%,58.2%,28.4%,44.9%,0.68,R16 (Pereira)
2009,2,0,2,0.0%,0-4,0.0%,9-24,27.3%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2008,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Guayaquil)
Career,331,164,167,49.5%,382-382,50.0%,3686-3713,49.8%,68-55,55.3%,328,74.4%,25.3%,4.6%,4.7%,59.5%,68.5%,49.2%,60.7%,38.6%,49.7%,0.98,
