Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,7,4,3,57.1%,3,1,2,33.3%,2020,2023,R128,7,0.92,5.3%,4.5%,61.6%,65.3%,54.7%,61.2%,35.7%,61.4%,36.7%
Roland Garros,6,Clay,11,5,6,45.5%,6,4,2,66.7%,2014,2023,R128,11,0.93,3.3%,3.3%,63.0%,64.2%,53.0%,60.1%,37.2%,51.7%,41.5%
Wimbledon,5,Grass,6,1,5,16.7%,1,0,1,0.0%,2014,2023,Q2,5,0.87,6.2%,3.9%,63.4%,64.3%,46.1%,57.7%,36.9%,53.7%,38.2%
US Open,5,Hard,10,5,5,50.0%,3,1,2,33.3%,2014,2023,Q3,10,1.02,6.6%,5.8%,60.2%,67.8%,48.0%,59.9%,40.7%,63.6%,42.1%
Davis Cup,13,,28,16,12,57.1%,12,6,6,50.0%,2010,2024,,11,1.00,5.2%,3.4%,63.3%,71.3%,47.4%,62.5%,37.6%,61.1%,43.6%
Indian Wells Masters,4,Hard,7,3,4,42.9%,1,1,0,100.0%,2015,2023,R64,7,0.90,4.3%,3.2%,60.9%,65.4%,48.4%,58.7%,37.2%,65.4%,42.9%
Delray Beach,3,Hard,8,4,4,50.0%,3,1,2,33.3%,2020,2023,R16,8,1.09,5.0%,2.9%,54.1%,69.0%,55.5%,62.8%,40.4%,69.6%,35.3%
Washington,3,Hard,6,3,3,50.0%,3,1,2,33.3%,2014,2023,R64,6,1.05,3.9%,3.9%,61.0%,68.8%,53.6%,62.9%,38.9%,60.0%,58.6%
Miami Masters,3,Hard,6,3,3,50.0%,3,3,0,100.0%,2021,2023,R128,6,0.94,5.6%,3.3%,59.7%,68.6%,50.0%,61.1%,36.6%,48.8%,36.4%
Acapulco,3,Hard,4,1,3,25.0%,2,0,2,0.0%,2019,2023,R32,4,0.75,2.5%,4.7%,60.9%,64.8%,44.4%,56.8%,32.6%,73.3%,50.0%
Canada Masters,2,Hard,5,3,2,60.0%,6,5,1,83.3%,2016,2021,R64,5,0.99,6.0%,1.5%,59.1%,73.0%,56.8%,66.4%,33.3%,66.7%,42.9%
