Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Los Cabos R32,W vs Magadan,4.6,4.8,4.5,58.3%,45.2%,44.4%,52.4%,43.7%,11.2%,-4.5,-3.5,6.0,4.0
2025 Australian Open R128,L vs Habib,3.8,4.2,3.2,44.9%,35.3%,37.5%,62.5%,51.6%,14.4%,8.5,6.9,3.0,2.7
2024 Beijing SF,L vs Sinner,5.1,5.7,4.4,39.2%,51.6%,45.8%,54.5%,47.6%,11.4%,-4.5,-3.0,1.5,1.0
2024 Hangzhou SF,L vs Zhang,4.1,4.3,3.9,41.2%,65.4%,69.2%,33.3%,52.6%,5.4%,11.5,9.8,-5.0,-4.8
2024 US Open R128,L vs Ruud,3.9,4.1,3.7,39.4%,26.5%,50.0%,52.6%,43.6%,6.8%,4.5,4.3,-7.0,-5.2
2024 Lincoln CH SF,L vs Fearnley,4.6,5.1,4.0,50.6%,48.6%,64.7%,42.1%,55.2%,13.6%,5.5,3.9,2.0,1.9
2024 Granby CH SF,W vs Grenier,5.3,5.1,5.5,58.7%,67.9%,58.3%,53.8%,52.1%,19.0%,17.5,15.9,7.5,8.8
2024 Winnipeg CH R16,W vs Polmans,4.7,5.2,4.1,49.4%,56.1%,59.1%,62.5%,46.3%,15.8%,23.5,17.0,4.5,3.3
2024 Guangzhou CH R32,W vs Cina,3.8,2.7,4.8,66.7%,62.5%,45.5%,66.7%,37.4%,15.2%,4.0,7.8,7.5,9.6
2023 Shanghai R64,L vs Korda,4.0,4.1,3.8,43.9%,44.4%,50.0%,30.8%,51.8%,9.9%,-2.0,-2.4,-0.5,-0.7
Career (10 matches),,4.4,4.6,4.1,47.8%,49.7%,51.5%,50.6%,48.4%,12.2%,6.4,5.6,2.0,1.7
