Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Los Cabos R32,W vs Magadan,16,28,0.6,10.4%,18.2%,12,24,0.5,8.6%,17.1%,4.3%,2.9%,0.4,11.0%,26.0%
2025 Australian Open R128,L vs Habib,26,12,2.2,12.9%,6.0%,13,9,1.4,7.9%,5.5%,5.5%,1.2%,2.3,29.4%,12.9%
2024 Beijing SF,L vs Sinner,17,30,0.6,10.9%,19.2%,14,27,0.5,10.1%,19.4%,5.8%,2.9%,1.0,21.2%,21.2%
2024 Hangzhou SF,L vs Zhang,16,21,0.8,11.5%,15.1%,8,20,0.4,6.7%,16.8%,6.7%,0.0%,0.9,18.0%,20.1%
2024 US Open R128,L vs Ruud,27,26,1.0,15.8%,15.2%,16,24,0.7,11.6%,17.4%,8.0%,2.2%,1.7,26.3%,15.2%
2024 Lincoln CH SF,L vs Fearnley,13,19,0.7,8.7%,12.7%,9,17,0.5,6.7%,12.7%,4.5%,1.5%,1.1,21.3%,20.0%
2024 Granby CH SF,W vs Grenier,17,11,1.5,17.2%,11.1%,15,11,1.4,16.3%,12.0%,13.0%,3.3%,0.7,13.1%,20.2%
2024 Winnipeg CH R16,W vs Polmans,22,19,1.2,14.1%,12.2%,21,16,1.3,14.6%,11.1%,10.4%,4.2%,0.6,14.1%,23.7%
2024 Guangzhou CH R32,W vs Cina,16,8,2.0,16.8%,8.4%,5,8,0.6,6.4%,10.3%,5.1%,1.3%,0.8,16.8%,21.1%
2023 Shanghai Masters R64,L vs Korda,9,15,0.6,8.6%,14.3%,8,13,0.6,8.8%,14.3%,3.3%,4.4%,1.2,24.8%,20.0%
Career (10 matches),,179,189,0.9,12.6%,13.3%,121,169,0.7,9.8%,13.6%,6.6%,2.3%,1.0,20.2%,19.7%
