Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,19,8,11,42.1%,20-26,43.5%,226-241,48.4%,4-7,36.4%,17,81.5%,15.0%,7.9%,3.0%,55.0%,73.6%,49.9%,63.0%,33.7%,48.5%,0.91
Clay,6,0,6,0.0%,3-13,18.8%,72-97,42.6%,0-4,0.0%,6,74.4%,13.3%,6.4%,2.4%,55.0%,70.5%,49.0%,60.8%,34.3%,47.2%,0.88
Grass,2,0,2,0.0%,1-5,16.7%,28-35,44.4%,0-1,0.0%,2,77.4%,12.9%,8.5%,3.8%,62.9%,68.7%,43.0%,59.2%,32.1%,46.3%,0.79
Grand Slams,4,0,4,0.0%,2-12,14.3%,61-86,41.5%,0-5,0.0%,4,82.9%,5.6%,8.2%,1.9%,58.5%,72.0%,51.0%,63.3%,28.6%,45.7%,0.78
Masters,8,2,6,25.0%,6-13,31.6%,89-105,45.9%,1-3,25.0%,8,79.2%,12.8%,8.4%,2.3%,55.6%,74.5%,45.7%,61.7%,32.5%,47.6%,0.85
Other Tours,13,5,8,38.5%,14-17,45.2%,156-165,48.6%,3-4,42.9%,13,77.8%,19.2%,6.8%,3.8%,54.8%,71.2%,50.3%,61.8%,36.7%,49.2%,0.96
Best of 5,4,0,4,0.0%,2-12,14.3%,61-86,41.5%,0-5,0.0%,4,82.9%,5.6%,8.2%,1.9%,58.5%,72.0%,51.0%,63.3%,28.6%,45.7%,0.78
Best of 3,23,8,15,34.8%,22-32,40.7%,265-287,48.0%,4-7,36.4%,21,78.3%,16.8%,7.4%,3.2%,55.1%,72.4%,48.6%,61.7%,35.2%,48.6%,0.92
Quarter-finals,1,0,1,0.0%,1-2,33.3%,13-17,43.3%,0-0,-,1,66.7%,20.0%,2.8%,0.9%,50.0%,56.6%,56.6%,56.6%,34.1%,46.4%,0.79
vs Righties,24,6,18,25.0%,20-40,33.3%,285-333,46.1%,3-10,23.1%,22,77.8%,14.5%,7.9%,3.1%,55.0%,72.2%,49.0%,61.8%,34.2%,47.9%,0.90
vs Lefties,2,1,1,50.0%,2-4,33.3%,28-32,46.7%,0-2,0.0%,2,90.0%,7.1%,5.2%,0.9%,65.7%,70.7%,52.1%,64.3%,25.6%,46.6%,0.72
vs Top 10,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,8.8%,5.3%,56.1%,56.3%,44.0%,50.9%,31.4%,41.7%,0.64
