Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Los Cabos R32,W vs Magadan,71.0%,51.0%,4.3%,2/1,2.58,8.5%,76.0%,26.3%,4.0%,2.62,20.0%,75.0%,66.7%,5.0%,2.56,0.0%
2025 Australian Open R128,L vs Habib,51.7%,26.1%,7.9%,5/2,2.44,4.1%,44.1%,26.9%,10.2%,2.38,8.8%,71.4%,25.0%,3.6%,2.49,0.0%
2024 Beijing SF,L vs Sinner,68.8%,41.5%,2.6%,0/2,2.52,1.7%,57.7%,46.7%,1.9%,2.36,3.7%,92.0%,34.8%,4.0%,2.66,0.0%
2024 Hangzhou SF,L vs Zhang,60.3%,46.8%,1.3%,0/1,2.52,12.2%,49.2%,51.7%,1.7%,2.42,26.3%,94.7%,38.9%,0.0%,2.61,0.0%
2024 US Open R128,L vs Ruud,54.4%,34.9%,13.9%,5/6,2.26,11.8%,44.2%,31.6%,4.7%,1.89,25.0%,80.0%,37.5%,30.0%,2.51,2.5%
2024 Lincoln CH SF,L vs Fearnley,63.1%,51.2%,7.7%,2/3,2.52,31.7%,67.5%,48.1%,2.5%,2.57,50.0%,77.8%,57.1%,22.2%,2.44,4.2%
2024 Granby CH SF,W vs Grenier,77.1%,67.6%,6.3%,2/1,2.18,10.5%,79.2%,63.2%,4.2%,2.10,19.0%,90.0%,72.2%,10.0%,2.29,0.0%
2024 Winnipeg CH R16,W vs Polmans,70.5%,50.9%,2.6%,1/1,2.26,19.4%,67.4%,62.1%,0.0%,2.36,30.6%,86.7%,38.5%,6.7%,2.12,3.8%
2024 Guangzhou CH R32,W vs Cina,82.4%,57.1%,7.8%,2/2,2.25,10.0%,77.3%,70.6%,4.5%,1.86,28.6%,92.6%,48.0%,11.1%,2.46,0.0%
2023 Shanghai R64,L vs Korda,60.3%,45.7%,5.2%,0/3,2.28,20.7%,52.8%,36.8%,0.0%,2.22,33.3%,80.0%,56.3%,15.0%,2.36,0.0%
Career (10 matches),,64.7%,46.9%,5.9%,46.3%,2.40,12.8%,58.1%,46.6%,3.5%,2.33,24.7%,83.3%,47.2%,10.5%,2.47,1.2%
