Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Los Cabos R32,W vs Magadan,45% (9/20),75% (3/4),2/3,1/2,86% (6/7),0/0,0/0,67% (4/6),50% (3/6)
2025 Australian Open R128,L vs Habib,65% (15/23),100% (1/1),0/1,0/0,60% (3/5),2/5,0/1,58% (7/12),23% (3/13)
2024 Beijing SF,L vs Sinner,69% (9/13),0% (0/3),0/0,0/0,89% (8/9),4/6,2/3,40% (2/5),20% (1/5)
2024 Hangzhou SF,L vs Zhang,83% (10/12),0% (0/4),0/0,0/0,50% (1/2),0/2,0/1,40% (2/5),20% (1/5)
2024 US Open R128,L vs Ruud,50% (8/16),67% (2/3),0/0,0/0,33% (3/9),1/4,1/2,50% (2/4),0% (0/5)
2024 Lincoln CH SF,L vs Fearnley,70% (7/10),100% (5/5),1/1,0/0,55% (6/11),0/2,0/1,60% (3/5),0% (0/5)
2024 Granby CH SF,W vs Grenier,46% (6/13),67% (6/9),2/3,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2024 Winnipeg CH R16,W vs Polmans,61% (11/18),44% (4/9),2/5,1/4,60% (3/5),2/3,0/0,- (0/0),- (0/0)
2024 Guangzhou CH R32,W vs Cina,89% (8/9),57% (4/7),2/4,1/3,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2023 Shanghai R64,L vs Korda,83% (5/6),- (0/0),0/0,0/0,50% (3/6),3/5,2/3,- (0/0),- (0/0)
2019 M15 Grasse R32,L vs Denolly,40% (4/10),33% (2/6),0/0,0/0,58% (7/12),3/5,1/2,- (0/0),- (0/0)
2025 (2 matches),,55.8%,80.0%,50.0%,50.0%,75.0%,40.0%,0.0%,61.1%,31.6%
2024 (7 matches),,64.8%,52.5%,53.8%,33.3%,61.9%,41.2%,42.9%,47.4%,10.0%
2023 (1 matches),,83.3%,-,-,-,50.0%,60.0%,66.7%,-,-
2019 (1 matches),,40.0%,33.3%,-,-,58.3%,60.0%,50.0%,-,-
Career (11 matches),,61.3%,52.9%,52.9%,36.4%,62.5%,46.9%,46.2%,54.1%,20.5%
