Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
23-Mar-2026,Morelia CH,Hard,R16,150,209,Alexis Galarneau [CAN] d. (7) Yunchaokete,7-6(0) 6-4,0.81,7.4%,1.2%,59.3%,62.5%,48.5%,8/11,1:57
23-Mar-2026,Morelia CH,Hard,R32,150,465,(7) Yunchaokete d. (LL) Max Wiskandt [GER],7-5 6-4,1.12,6.5%,4.8%,67.7%,83.3%,55.0%,3/3,1:19
18-Mar-2026,Miami,Hard,Q2,150,174,Arthur Fery [GBR] d. Yunchaokete,6-3 3-6 7-5,0.91,8.1%,4.7%,64.0%,69.1%,51.6%,0/4,2:10
18-Mar-2026,Miami,Hard,Q1,150,114,Yunchaokete d. (20) Tristan Schoolkate [AUS],7-5 6-4,2.13,21.2%,3.8%,78.8%,92.7%,54.5%,0/0,1:34
06-Feb-2026,Davis Cup WG1 PO: CHN vs POR,Hard,RR,139,157,Henrique Rocha [POR] d. Yunchaokete,6-4 6-4,,,,,,,,
19-Jan-2026,Australian Open,Hard,R128,120,23,(21) Denis Shapovalov [CAN] d. (WC) Yunchaokete,6-3 7-6(3) 6-1,0.43,1.0%,1.0%,60.4%,62.1%,57.9%,5/8,2:15
05-Jan-2026,Hong Kong,Hard,Q1,120,172,Nishesh Basavareddy [USA] d. (7) Yunchaokete,7-6(9) 6-3,0.96,16.7%,3.3%,56.7%,76.5%,57.7%,1/2,1:46
27-Oct-2025,Seoul CH,Hard,QF,114,161,(5) Coleman Wong [HKG] d. (2) Yunchaokete,6-3 6-4,0.64,7.6%,1.5%,54.5%,77.8%,36.7%,4/6,1:24
27-Oct-2025,Seoul CH,Hard,R16,114,257,(2) Yunchaokete d. Marc Andrea Huesler [SUI],6-1 4-6 6-1,1.56,5.7%,4.3%,61.4%,83.7%,48.1%,3/4,2:12
27-Oct-2025,Seoul CH,Hard,R32,114,740,(2) Yunchaokete d. (Q) Uisung Park [KOR],7-5 6-4,1.08,14.0%,2.3%,62.8%,75.9%,37.5%,7/9,1:37
01-Oct-2025,Shanghai Masters,Hard,R64,121,29,(26) Luciano Darderi [ITA] d. Yunchaokete,6-4 6-4,0.65,18.2%,0.0%,56.4%,80.6%,37.5%,2/5,1:30
01-Oct-2025,Shanghai Masters,Hard,R128,121,87,Yunchaokete d. Juan Manuel Cerundolo [ARG],6-3 6-7(5) 6-3,1.02,8.5%,0.9%,70.1%,76.8%,45.7%,9/9,2:52
25-Sep-2025,Beijing,Hard,R32,89,8,(3) Alex De Minaur [AUS] d. (WC) Yunchaokete,6-4 6-0,0.64,8.8%,5.3%,56.1%,56.3%,44.0%,7/11,1:27
17-Sep-2025,Hangzhou,Hard,R32,74,192,(WC) Zhizhen Zhang [CHN] d. Yunchaokete,6-7(2) 6-4 7-6(3),1.01,8.5%,2.8%,62.3%,81.8%,55.0%,3/4,2:47
13-Sep-2025,Davis Cup WG2 R1: IRL vs CHN,Hard,RR,74,920,Yunchaokete d. Peter Buldorini [ITA],6-4 6-1,,,,,,,,
