Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,50,23,27,46.0%,53-63,45.7%,584-594,49.6%,10-19,34.5%,48,81.7%,18.5%,9.1%,2.3%,57.2%,74.0%,51.6%,64.4%,34.5%,49.5%,0.97
Clay,8,0,8,0.0%,4-17,19.0%,98-127,43.6%,0-6,0.0%,7,74.2%,13.8%,6.4%,2.3%,55.9%,70.7%,47.9%,60.7%,34.3%,47.2%,0.87
Grass,2,0,2,0.0%,1-5,16.7%,28-35,44.4%,0-1,0.0%,2,77.4%,12.9%,8.5%,3.8%,62.9%,68.7%,43.0%,59.2%,32.1%,46.3%,0.79
Grand Slams,6,0,6,0.0%,2-18,10.0%,87-125,41.0%,0-8,0.0%,6,80.2%,6.9%,9.3%,2.1%,57.1%,70.9%,50.0%,61.9%,26.6%,44.6%,0.70
Masters,15,5,10,33.3%,11-22,33.3%,150-177,45.9%,1-4,20.0%,15,79.0%,14.1%,8.4%,2.2%,55.6%,75.0%,46.8%,62.5%,33.4%,48.2%,0.89
Other Tours,34,16,18,47.1%,39-39,50.0%,408-395,50.8%,8-12,40.0%,34,81.1%,21.2%,8.9%,2.5%,58.1%,73.1%,52.3%,64.4%,36.4%,50.3%,1.02
Best of 5,6,0,6,0.0%,2-18,10.0%,87-125,41.0%,0-8,0.0%,6,80.2%,6.9%,9.3%,2.1%,57.1%,70.9%,50.0%,61.9%,26.6%,44.6%,0.70
Best of 3,54,23,31,42.6%,56-67,45.5%,623-631,49.7%,10-18,35.7%,51,80.5%,19.4%,8.6%,2.4%,57.3%,73.7%,50.8%,63.9%,35.7%,49.8%,0.99
Semi-finals,2,0,2,0.0%,0-4,0.0%,19-26,42.2%,0-2,0.0%,2,90.5%,0.0%,7.9%,2.9%,53.6%,70.7%,60.0%,65.7%,28.4%,46.1%,0.83
Quarter-finals,5,2,3,40.0%,6-6,50.0%,58-62,48.3%,1-0,100.0%,5,78.0%,18.3%,7.1%,1.5%,57.1%,70.1%,53.6%,63.0%,33.3%,49.1%,0.90
vs Righties,53,17,36,32.1%,46-80,36.5%,613-679,47.4%,8-23,25.8%,50,79.1%,16.8%,8.7%,2.5%,56.9%,73.1%,50.0%,63.1%,34.2%,48.7%,0.93
vs Lefties,6,5,1,83.3%,10-5,66.7%,84-69,54.9%,1-3,25.0%,6,89.5%,21.9%,9.2%,1.1%,62.4%,73.4%,58.7%,67.9%,35.0%,51.4%,1.09
vs Top 10,7,1,6,14.3%,2-13,13.3%,58-91,38.9%,0-4,0.0%,7,70.8%,9.6%,7.1%,2.4%,56.4%,68.9%,43.9%,58.0%,29.9%,44.7%,0.71
